time,v1,v2,v3,v4,v5,v6,,a1,a2,a3,a4,a5,a6,,q1,q2,q3,q4,q5,q6
0.478,1.59069308,0.112843121,-0.424489509,-0.324386455,-2.51E-05,-7.50E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.223398488,-1.546152065,1.478090361,-1.641640385,-1.570801804,-1.64E-05
0.48,1.598023463,0.113363135,-0.426445682,-0.325881324,-2.52E-05,-7.53E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.220202441,-1.545925339,1.47723747,-1.642292148,-1.570801855,-1.65E-05
0.482,1.605353846,0.113883149,-0.428401854,-0.327376192,-2.53E-05,-7.57E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.216991733,-1.545697573,1.476380666,-1.642946901,-1.570801905,-1.67E-05
0.484,1.612684229,0.114403164,-0.430358027,-0.32887106,-2.54E-05,-7.60E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.213766365,-1.545468767,1.47551995,-1.643604643,-1.570801956,-1.68E-05
0.486,1.620014612,0.114923178,-0.4323142,-0.330365929,-2.55E-05,-7.64E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.210526335,-1.54523892,1.474655322,-1.644265374,-1.570802007,-1.70E-05
0.488,1.627344995,0.115443192,-0.434270373,-0.331860797,-2.57E-05,-7.67E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.207271645,-1.545008034,1.473786781,-1.644929096,-1.570802059,-1.71E-05
0.49,1.634675377,0.115963207,-0.436226546,-0.333355666,-2.58E-05,-7.70E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.204002295,-1.544776107,1.472914328,-1.645595807,-1.57080211,-1.73E-05
0.492,1.64200576,0.116483221,-0.438182719,-0.334850534,-2.59E-05,-7.74E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.200718283,-1.544543141,1.472037963,-1.646265508,-1.570802162,-1.74E-05
0.494,1.649336143,0.117003236,-0.440138891,-0.336345403,-2.60E-05,-7.77E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.197419611,-1.544309135,1.471157685,-1.646938199,-1.570802214,-1.76E-05
0.496,1.656666526,0.11752325,-0.442095064,-0.337840271,-2.61E-05,-7.81E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.194106278,-1.544074088,1.470273495,-1.64761388,-1.570802266,-1.78E-05
0.498,1.663996909,0.118043264,-0.444051237,-0.33933514,-2.62E-05,-7.84E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.190778284,-1.543838001,1.469385392,-1.64829255,-1.570802319,-1.79E-05
0.5,1.671327292,0.118563279,-0.44600741,-0.340830008,-2.64E-05,-7.88E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.187435629,-1.543600875,1.468493377,-1.64897421,-1.570802371,-1.81E-05
0.502,1.678657675,0.119083293,-0.447963583,-0.342324877,-2.65E-05,-7.91E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.184078314,-1.543362708,1.46759745,-1.64965886,-1.570802424,-1.82E-05
0.504,1.685988057,0.119603308,-0.449919756,-0.343819745,-2.66E-05,-7.95E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.180706338,-1.543123502,1.466697611,-1.650346499,-1.570802477,-1.84E-05
0.506,1.69331844,0.120123322,-0.451875929,-0.345314613,-2.67E-05,-7.98E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.177319701,-1.542883255,1.465793859,-1.651037129,-1.570802531,-1.85E-05
0.508,1.700648823,0.120643336,-0.453832101,-0.346809482,-2.68E-05,-8.02E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.173918403,-1.542641968,1.464886195,-1.651730748,-1.570802584,-1.87E-05
0.51,1.707979206,0.121163351,-0.455788274,-0.34830435,-2.69E-05,-8.05E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.170502445,-1.542399642,1.463974618,-1.652427356,-1.570802638,-1.89E-05
0.512,1.715309589,0.121683365,-0.457744447,-0.349799219,-2.70E-05,-8.08E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.167071826,-1.542156275,1.463059129,-1.653126955,-1.570802692,-1.90E-05
0.514,1.722639972,0.122203379,-0.45970062,-0.351294087,-2.72E-05,-8.12E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.163626546,-1.541911868,1.462139728,-1.653829543,-1.570802747,-1.92E-05
0.516,1.729970355,0.122723394,-0.461656793,-0.352788956,-2.73E-05,-8.15E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.160166605,-1.541666421,1.461216414,-1.654535121,-1.570802801,-1.94E-05
0.518,1.737300737,0.123243408,-0.463612966,-0.354283824,-2.74E-05,-8.19E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.156692004,-1.541419935,1.460289188,-1.655243688,-1.570802856,-1.95E-05
0.52,1.74463112,0.123763423,-0.465569139,-0.355778693,-2.75E-05,-8.22E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.153202742,-1.541172408,1.45935805,-1.655955246,-1.570802911,-1.97E-05
0.522,1.751961503,0.124283437,-0.467525311,-0.357273561,-2.76E-05,-8.26E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.149698819,-1.540923841,1.458422999,-1.656669793,-1.570802966,-1.98E-05
0.524,1.759291886,0.124803451,-0.469481484,-0.35876843,-2.77E-05,-8.29E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.146180235,-1.540674234,1.457484037,-1.65738733,-1.570803022,-2.00E-05
0.526,1.766622269,0.125323466,-0.471437657,-0.360263298,-2.79E-05,-8.33E-05,,3.665191429,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.14264699,-1.540423587,1.456541161,-1.658107856,-1.570803077,-2.02E-05
0.528,1.773952652,0.12584348,-0.47339383,-0.361758167,-2.80E-05,-8.36E-05,,3.665191429,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.139099085,-1.5401719,1.455594374,-1.658831373,-1.570803133,-2.03E-05
0.53,1.781281826,0.126363494,-0.475350003,-0.363253035,-2.81E-05,-8.40E-05,,3.664587274,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.135536521,-1.539919173,1.454643674,-1.659557879,-1.57080319,-2.05E-05
0.532,1.788597718,0.126883509,-0.477306176,-0.364747903,-2.82E-05,-8.43E-05,,3.657945947,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.131959326,-1.539665406,1.453689061,-1.660287375,-1.570803246,-2.07E-05
0.534,1.795885667,0.127403523,-0.479262348,-0.366242772,-2.83E-05,-8.46E-05,,3.643974237,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.128367554,-1.539410599,1.452730536,-1.66101986,-1.570803303,-2.09E-05
0.536,1.803131011,0.127923538,-0.481218521,-0.36773764,-2.84E-05,-8.50E-05,,3.622672144,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.124761292,-1.539154752,1.451768099,-1.661755335,-1.570803359,-2.10E-05
0.538,1.81031909,0.128443552,-0.483174694,-0.369232509,-2.85E-05,-8.53E-05,,3.594039669,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.121140654,-1.538897865,1.45080175,-1.6624938,-1.570803417,-2.12E-05
0.54,1.817435244,0.128963566,-0.485130867,-0.370727377,-2.87E-05,-8.57E-05,,3.558076811,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.117505784,-1.538639938,1.449831488,-1.663235255,-1.570803474,-2.14E-05
0.542,1.824464811,0.129483581,-0.48708704,-0.372222246,-2.88E-05,-8.60E-05,,3.51478357,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.113856854,-1.538380971,1.448857314,-1.6639797,-1.570803531,-2.15E-05
0.544,1.831393131,0.130003595,-0.489043213,-0.373717114,-2.89E-05,-8.64E-05,,3.464159946,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.110194068,-1.538120963,1.447879228,-1.664727134,-1.570803589,-2.17E-05
0.546,1.838205543,0.13052361,-0.490999386,-0.375211983,-2.90E-05,-8.67E-05,,3.406205939,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.106517657,-1.537859916,1.446897229,-1.665477558,-1.570803647,-2.19E-05
0.548,1.844887386,0.131043624,-0.492955558,-0.376706851,-2.91E-05,-8.71E-05,,3.340921549,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.102827882,-1.537597829,1.445911318,-1.666230972,-1.570803706,-2.21E-05
0.55,1.851423999,0.131563638,-0.494911731,-0.37820172,-2.92E-05,-8.74E-05,,3.268306776,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.099125034,-1.537334702,1.444921494,-1.666987375,-1.570803764,-2.22E-05
0.552,1.857800723,0.132083653,-0.496867904,-0.379696588,-2.94E-05,-8.78E-05,,3.188361621,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.095409433,-1.537070534,1.443927759,-1.667746768,-1.570803823,-2.24E-05
0.554,1.864002895,0.132603667,-0.498824077,-0.381191456,-2.95E-05,-8.81E-05,,3.101086083,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.091681427,-1.536805327,1.442930111,-1.668509151,-1.570803882,-2.26E-05
0.556,1.870015855,0.133123681,-0.50078025,-0.382686325,-2.96E-05,-8.84E-05,,3.006480161,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.087941395,-1.53653908,1.44192855,-1.669274524,-1.570803941,-2.28E-05
0.558,1.875824943,0.133643696,-0.502736423,-0.384181193,-2.97E-05,-8.88E-05,,2.904543857,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.084189745,-1.536271792,1.440923077,-1.670042886,-1.570804,-2.29E-05
0.56,1.881415497,0.13416371,-0.504692596,-0.385676062,-2.98E-05,-8.91E-05,,2.79527717,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.080426914,-1.536003465,1.439913692,-1.670814238,-1.57080406,-2.31E-05
0.562,1.886772857,0.134683725,-0.506648768,-0.38717093,-2.99E-05,-8.95E-05,,2.678680101,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.076653369,-1.535734097,1.438900394,-1.67158858,-1.57080412,-2.33E-05
0.564,1.891882363,0.135203739,-0.508604941,-0.388665799,-3.00E-05,-8.98E-05,,2.554752648,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.072869604,-1.53546369,1.437883185,-1.672365912,-1.57080418,-2.35E-05
0.566,1.896729352,0.135723753,-0.510561114,-0.390160667,-3.02E-05,-9.02E-05,,2.423494813,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.069076145,-1.535192242,1.436862062,-1.673146233,-1.57080424,-2.37E-05
0.568,1.901299166,0.136243768,-0.512517287,-0.391655536,-3.03E-05,-9.05E-05,,2.284906594,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.065273547,-1.534919755,1.435837028,-1.673929544,-1.570804301,-2.38E-05
0.57,1.90557835,0.136763782,-0.51447346,-0.393150404,-3.04E-05,-9.09E-05,,2.139592149,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.06146239,-1.534646227,1.434808081,-1.674715845,-1.570804362,-2.40E-05
0.572,1.909564319,0.137283796,-0.516429633,-0.394645273,-3.05E-05,-9.12E-05,,1.992984492,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.057643261,-1.53437166,1.433775222,-1.675505135,-1.570804423,-2.42E-05
0.574,1.913257073,0.137803811,-0.518385806,-0.396140141,-3.06E-05,-9.16E-05,,1.846376834,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.053816747,-1.534096052,1.43273845,-1.676297416,-1.570804484,-2.44E-05
0.576,1.916656611,0.138323825,-0.520341978,-0.397635009,-3.07E-05,-9.19E-05,,1.699769177,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.049983434,-1.533819404,1.431697766,-1.677092686,-1.570804545,-2.46E-05
0.578,1.919762934,0.13884384,-0.522298151,-0.399129878,-3.09E-05,-9.22E-05,,1.55316152,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.046143908,-1.533541717,1.43065317,-1.677890946,-1.570804607,-2.48E-05
0.58,1.92257725,0.139363854,-0.524254324,-0.400624746,-3.10E-05,-9.26E-05,,1.407158018,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.042298754,-1.533262989,1.429604661,-1.678692195,-1.570804669,-2.49E-05
0.582,1.925111633,0.139883868,-0.526210497,-0.402119615,-3.11E-05,-9.29E-05,,1.267191688,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.03844853,-1.532983221,1.42855224,-1.679496434,-1.570804731,-2.51E-05
0.584,1.927380745,0.140403883,-0.52816667,-0.403614483,-3.12E-05,-9.33E-05,,1.134555741,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.034593769,-1.532702414,1.427495907,-1.680303663,-1.570804794,-2.53E-05
0.586,1.929399245,0.140923897,-0.530122843,-0.405109352,-3.13E-05,-9.36E-05,,1.009250176,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.03073497,-1.532420566,1.426435661,-1.681113882,-1.570804856,-2.55E-05
0.588,1.931181795,0.141443912,-0.532079015,-0.40660422,-3.14E-05,-9.40E-05,,0.891274994,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.026872607,-1.532137678,1.425371503,-1.68192709,-1.570804919,-2.57E-05
0.59,1.932743056,0.141963926,-0.534035188,-0.408099089,-3.16E-05,-9.43E-05,,0.780630195,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.023007121,-1.53185375,1.424303433,-1.682743289,-1.570804982,-2.59E-05
0.592,1.934097687,0.14248394,-0.535991361,-0.409593957,-3.17E-05,-9.47E-05,,0.677315779,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.019138925,-1.531568782,1.42323145,-1.683562476,-1.570805045,-2.61E-05
0.594,1.935260351,0.143003955,-0.537947534,-0.411088826,-3.18E-05,-9.50E-05,,0.581331746,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.015268405,-1.531282774,1.422155555,-1.684384654,-1.570805109,-2.63E-05
0.596,1.936245707,0.143523969,-0.539903707,-0.412583694,-3.19E-05,-9.54E-05,,0.492678096,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-1.011395913,-1.530995726,1.421075747,-1.685209822,-1.570805173,-2.64E-05
0.598,1.937068416,0.144043983,-0.54185988,-0.414078562,-3.20E-05,-9.57E-05,,0.411354829,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.007521776,-1.530707638,1.419992028,-1.686037979,-1.570805237,-2.66E-05
0.6,1.93774314,0.144563998,-0.543816053,-0.415573431,-3.21E-05,-9.60E-05,,0.337361944,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-1.00364629,-1.53041851,1.418904396,-1.686869125,-1.570805301,-2.68E-05
0.602,1.938284539,0.145084012,-0.545772225,-0.417068299,-3.22E-05,-9.64E-05,,0.270699442,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.999769721,-1.530128342,1.417812851,-1.687703262,-1.570805366,-2.70E-05
0.604,1.938707274,0.145604027,-0.547728398,-0.418563168,-3.24E-05,-9.67E-05,,0.211367323,0.26000719,-0.978086426,-0.747434229,-5.78E-05,-0.00017274,,-0.995892306,-1.529837134,1.416717394,-1.688540388,-1.57080543,-2.72E-05
0.606,1.939026005,0.146124041,-0.549684571,-0.420058036,-3.25E-05,-9.71E-05,,0.159365587,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.992014254,-1.529544886,1.415618025,-1.689380505,-1.570805495,-2.74E-05
0.608,1.939255393,0.146644055,-0.551640744,-0.421552905,-3.26E-05,-9.74E-05,,0.114694234,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.988135744,-1.529251598,1.414514744,-1.69022361,-1.57080556,-2.76E-05
0.61,1.9394101,0.14716407,-0.553596917,-0.423047773,-3.27E-05,-9.78E-05,,0.077353264,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.984256923,-1.52895727,1.41340755,-1.691069706,-1.570805626,-2.78E-05
0.612,1.939504785,0.147684084,-0.55555309,-0.424542642,-3.28E-05,-9.81E-05,,0.047342677,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.980377914,-1.528661902,1.412296444,-1.691918791,-1.570805692,-2.80E-05
0.614,1.93955411,0.148204098,-0.557509263,-0.42603751,-3.29E-05,-9.85E-05,,0.024662472,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.976498806,-1.528365494,1.411181425,-1.692770866,-1.570805757,-2.82E-05
0.616,1.939572736,0.148724113,-0.559465435,-0.427532379,-3.31E-05,-9.88E-05,,0.00931265,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.97261966,-1.528068045,1.410062494,-1.693625931,-1.570805824,-2.84E-05
0.618,1.939575322,0.149244127,-0.561421608,-0.429027247,-3.32E-05,-9.92E-05,,0.001293211,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.96874051,-1.527769557,1.408939651,-1.694483985,-1.57080589,-2.86E-05
0.62,1.939575322,0.149764142,-0.563377781,-0.430522116,-3.33E-05,-9.95E-05,,2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.964861359,-1.527470029,1.407812895,-1.69534503,-1.570805956,-2.88E-05
0.622,1.939575322,0.150284156,-0.565333954,-0.432016984,-3.34E-05,-9.98E-05,,-5.55E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.960982208,-1.527169461,1.406682228,-1.696209064,-1.570806023,-2.90E-05
0.624,1.939575322,0.15080417,-0.567290127,-0.433511852,-3.35E-05,-0.000100189,,5.55E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.957103058,-1.526867852,1.405547647,-1.697076087,-1.57080609,-2.92E-05
0.626,1.939575322,0.151324185,-0.5692463,-0.435006721,-3.36E-05,-0.000100535,,-5.55E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.953223907,-1.526565204,1.404409155,-1.697946101,-1.570806158,-2.94E-05
0.628,1.939575322,0.151844199,-0.571202472,-0.436501589,-3.37E-05,-0.00010088,,5.55E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.949344756,-1.526261515,1.40326675,-1.698819104,-1.570806225,-2.96E-05
0.63,1.939575322,0.152364214,-0.573158645,-0.437996458,-3.39E-05,-0.000101226,,-2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.945465606,-1.525956787,1.402120432,-1.699695097,-1.570806293,-2.98E-05
0.632,1.939575322,0.152884228,-0.575114818,-0.439491326,-3.40E-05,-0.000101571,,-2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.941586455,-1.525651019,1.400970203,-1.70057408,-1.570806361,-3.00E-05
0.634,1.939575322,0.153404242,-0.577070991,-0.440986195,-3.41E-05,-0.000101916,,2.78E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.937707304,-1.52534421,1.399816061,-1.701456052,-1.570806429,-3.02E-05
0.636,1.939575322,0.153924257,-0.579027164,-0.442481063,-3.42E-05,-0.000102262,,-2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.933828154,-1.525036362,1.398658007,-1.702341014,-1.570806497,-3.04E-05
0.638,1.939575322,0.154444271,-0.580983337,-0.443975932,-3.43E-05,-0.000102607,,0,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.929949003,-1.524727473,1.39749604,-1.703228966,-1.570806566,-3.06E-05
0.64,1.939575322,0.154964285,-0.58293951,-0.4454708,-3.44E-05,-0.000102953,,2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.926069853,-1.524417544,1.396330161,-1.704119907,-1.570806635,-3.08E-05
0.642,1.939575322,0.1554843,-0.584895682,-0.446965669,-3.46E-05,-0.000103298,,-2.78E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.922190702,-1.524106576,1.395160369,-1.705013839,-1.570806704,-3.10E-05
0.644,1.939575322,0.156004314,-0.586851855,-0.448460537,-3.47E-05,-0.000103644,,2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.918311551,-1.523794567,1.393986666,-1.70591076,-1.570806773,-3.12E-05
0.646,1.939575322,0.156524329,-0.588808028,-0.449955405,-3.48E-05,-0.000103989,,2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.914432401,-1.523481519,1.39280905,-1.706810671,-1.570806843,-3.14E-05
0.648,1.939575322,0.157044343,-0.590764201,-0.451450274,-3.49E-05,-0.000104335,,-5.55E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.91055325,-1.52316743,1.391627521,-1.707713571,-1.570806913,-3.16E-05
0.65,1.939575322,0.157564357,-0.592720374,-0.452945142,-3.50E-05,-0.00010468,,5.55E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.906674099,-1.522852301,1.390442081,-1.708619462,-1.570806983,-3.19E-05
0.652,1.939575322,0.158084372,-0.594676547,-0.454440011,-3.51E-05,-0.000105026,,-5.55E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.902794949,-1.522536132,1.389252727,-1.709528342,-1.570807053,-3.21E-05
0.654,1.939575322,0.158604386,-0.59663272,-0.455934879,-3.53E-05,-0.000105371,,5.55E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.898915798,-1.522218924,1.388059462,-1.710440211,-1.570807124,-3.23E-05
0.656,1.939575322,0.1591244,-0.598588892,-0.457429748,-3.54E-05,-0.000105717,,-2.78E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.895036647,-1.521900675,1.386862284,-1.711355071,-1.570807194,-3.25E-05
0.658,1.939575322,0.159644415,-0.600545065,-0.458924616,-3.55E-05,-0.000106062,,-2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.891157497,-1.521581386,1.385661194,-1.71227292,-1.570807265,-3.27E-05
0.66,1.939575322,0.160164429,-0.602501238,-0.460419485,-3.56E-05,-0.000106408,,2.78E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.887278346,-1.521261057,1.384456192,-1.713193759,-1.570807336,-3.29E-05
0.662,1.939575322,0.160684444,-0.604457411,-0.461914353,-3.57E-05,-0.000106753,,-2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.883399195,-1.520939688,1.383247277,-1.714117588,-1.570807408,-3.31E-05
0.664,1.939575322,0.161204458,-0.606413584,-0.463409222,-3.58E-05,-0.000107099,,0,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.879520045,-1.520617279,1.38203445,-1.715044406,-1.570807479,-3.33E-05
0.666,1.939575322,0.161724472,-0.608369757,-0.46490409,-3.59E-05,-0.000107444,,2.78E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.875640894,-1.52029383,1.38081771,-1.715974214,-1.570807551,-3.36E-05
0.668,1.939575322,0.162244487,-0.61032593,-0.466398958,-3.61E-05,-0.00010779,,-2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.871761743,-1.519969341,1.379597058,-1.716907012,-1.570807624,-3.38E-05
0.67,1.939575322,0.162764501,-0.612282102,-0.467893827,-3.62E-05,-0.000108135,,2.78E-11,0.26000719,-0.978086425,-0.747434229,-5.78E-05,-0.00017274,,-0.867882593,-1.519643812,1.378372494,-1.7178428,-1.570807696,-3.40E-05
0.672,1.939575322,0.163284516,-0.614238275,-0.469388695,-3.63E-05,-0.000108481,,2.78E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.864003442,-1.519317243,1.377144018,-1.718781577,-1.570807768,-3.42E-05
0.674,1.939575322,0.16380453,-0.616194448,-0.470883564,-3.64E-05,-0.000108826,,-5.55E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.860124292,-1.518989634,1.375911629,-1.719723344,-1.570807841,-3.44E-05
0.676,1.939575322,0.164324544,-0.618150621,-0.472378432,-3.65E-05,-0.000109172,,0,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.856245141,-1.518660985,1.374675327,-1.720668101,-1.570807914,-3.46E-05
0.678,1.939575322,0.164844559,-0.620106794,-0.473873301,-3.66E-05,-0.000109517,,2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.85236599,-1.518331296,1.373435114,-1.721615848,-1.570807988,-3.49E-05
0.68,1.939575322,0.165364573,-0.622062967,-0.475368169,-3.68E-05,-0.000109862,,-2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.84848684,-1.518000567,1.372190988,-1.722566584,-1.570808061,-3.51E-05
0.682,1.939575322,0.165884587,-0.624019139,-0.476863038,-3.69E-05,-0.000110208,,2.78E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.844607689,-1.517668798,1.37094295,-1.72352031,-1.570808135,-3.53E-05
0.684,1.939575322,0.166404602,-0.625975312,-0.478357906,-3.70E-05,-0.000110553,,-2.78E-11,0.26000719,-0.978086426,-0.747434228,-5.78E-05,-0.00017274,,-0.840728538,-1.517335989,1.369690999,-1.724477026,-1.570808209,-3.55E-05
0.686,1.939575322,0.166924616,-0.627931485,-0.479852775,-3.71E-05,-0.000110899,,0,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.836849388,-1.517002139,1.368435136,-1.725436732,-1.570808283,-3.57E-05
0.688,1.939575322,0.167444631,-0.629887658,-0.481347643,-3.72E-05,-0.000111244,,2.78E-11,0.26000719,-0.978086425,-0.747434228,-5.78E-05,-0.00017274,,-0.832970237,-1.51666725,1.367175361,-1.726399427,-1.570808357,-3.60E-05
