time,v1,v2,v3,v4,v5,v6,,a1,a2,a3,a4,a5,a6,,q1,q2,q3,q4,q5,q6
0.41,1.337997634,0.066858223,-0.253351888,-0.192195162,-1.49E-05,-4.44E-05,,3.242472878,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.326039961,-1.558596893,1.524567914,-1.605865643,-1.570799038,-8.10E-06
0.412,1.344317803,0.067223568,-0.254736325,-0.193245409,-1.49E-05,-4.47E-05,,3.160084262,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.323363965,-1.558463177,1.52406121,-1.606250033,-1.570799068,-8.19E-06
0.414,1.350458533,0.067588914,-0.256120761,-0.194295656,-1.50E-05,-4.49E-05,,3.070365263,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.32067533,-1.55832873,1.523551738,-1.606636524,-1.570799098,-8.28E-06
0.416,1.356405165,0.067954259,-0.257505198,-0.195345903,-1.51E-05,-4.51E-05,,2.97331588,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.317974413,-1.558193552,1.523039496,-1.607025115,-1.570799128,-8.37E-06
0.418,1.362143037,0.068319605,-0.258889634,-0.196396149,-1.52E-05,-4.54E-05,,2.868936115,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.315261602,-1.558057644,1.522524486,-1.607415807,-1.570799158,-8.46E-06
0.42,1.367657489,0.06868495,-0.260274071,-0.197446396,-1.53E-05,-4.56E-05,,2.757225968,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.312537316,-1.557921004,1.522006706,-1.607808599,-1.570799189,-8.55E-06
0.422,1.37293386,0.069050296,-0.261658507,-0.198496643,-1.53E-05,-4.59E-05,,2.638185437,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.309802001,-1.557783634,1.521486158,-1.608203492,-1.570799219,-8.65E-06
0.424,1.377957489,0.069415641,-0.263042944,-0.19954689,-1.54E-05,-4.61E-05,,2.511814523,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.307056134,-1.557645534,1.520962841,-1.608600485,-1.57079925,-8.74E-06
0.426,1.382713716,0.069780987,-0.264427381,-0.200597136,-1.55E-05,-4.64E-05,,2.378113227,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.304300219,-1.557506703,1.520436755,-1.608999579,-1.570799281,-8.83E-06
0.428,1.387187879,0.070146332,-0.265811817,-0.201647383,-1.56E-05,-4.66E-05,,2.237081548,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.301534791,-1.557367141,1.519907901,-1.609400773,-1.570799312,-8.92E-06
0.43,1.391369325,0.070511678,-0.267196254,-0.20269763,-1.57E-05,-4.68E-05,,2.09072293,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.298760415,-1.557226848,1.519376277,-1.609804068,-1.570799343,-9.02E-06
0.432,1.395257555,0.070877023,-0.26858069,-0.203747877,-1.58E-05,-4.71E-05,,1.944115272,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.295977677,-1.557085825,1.518841884,-1.610209463,-1.570799374,-9.11E-06
0.434,1.39885257,0.071242368,-0.269965127,-0.204798124,-1.58E-05,-4.73E-05,,1.797507615,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.293187162,-1.55694407,1.518304723,-1.610616959,-1.570799406,-9.20E-06
0.436,1.40215437,0.071607714,-0.271349563,-0.20584837,-1.59E-05,-4.76E-05,,1.650899958,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.290389457,-1.556801586,1.517764793,-1.611026555,-1.570799437,-9.30E-06
0.438,1.405162955,0.071973059,-0.272734,-0.206898617,-1.60E-05,-4.78E-05,,1.504292301,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.287585148,-1.55665837,1.517222094,-1.611438252,-1.570799469,-9.39E-06
0.44,1.407882331,0.072338405,-0.274118436,-0.207948864,-1.61E-05,-4.81E-05,,1.359688088,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.284774822,-1.556514424,1.516676626,-1.611852049,-1.570799501,-9.49E-06
0.442,1.410326662,0.07270375,-0.275502873,-0.208999111,-1.62E-05,-4.83E-05,,1.222165219,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.281959057,-1.556369747,1.516128389,-1.612267947,-1.570799533,-9.58E-06
0.444,1.412510607,0.073069096,-0.276887309,-0.210049358,-1.62E-05,-4.85E-05,,1.091972732,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.279138404,-1.55622434,1.515577383,-1.612685945,-1.570799566,-9.68E-06
0.446,1.414448828,0.073434441,-0.278271746,-0.211099604,-1.63E-05,-4.88E-05,,0.969110628,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.276313383,-1.556078202,1.515023608,-1.613106044,-1.570799598,-9.78E-06
0.448,1.416155986,0.073799787,-0.279656183,-0.212149851,-1.64E-05,-4.90E-05,,0.853578908,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.273484485,-1.555931333,1.514467065,-1.613528243,-1.570799631,-9.88E-06
0.45,1.417646741,0.074165132,-0.281040619,-0.213200098,-1.65E-05,-4.93E-05,,0.74537757,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.270652173,-1.555783733,1.513907753,-1.613952543,-1.570799664,-9.97E-06
0.452,1.418935754,0.074530478,-0.282425056,-0.214250345,-1.66E-05,-4.95E-05,,0.644506615,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.26781688,-1.555635403,1.513345671,-1.614378943,-1.570799697,-1.01E-05
0.454,1.420037687,0.074895823,-0.283809492,-0.215300591,-1.66E-05,-4.98E-05,,0.550966043,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.264979008,-1.555486342,1.512780821,-1.614807444,-1.57079973,-1.02E-05
0.456,1.420967198,0.075261169,-0.285193929,-0.216350838,-1.67E-05,-5.00E-05,,0.464755853,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.262138933,-1.55533655,1.512213202,-1.615238045,-1.570799763,-1.03E-05
0.458,1.42173895,0.075626514,-0.286578365,-0.217401085,-1.68E-05,-5.02E-05,,0.385876047,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.259296998,-1.555186028,1.511642814,-1.615670747,-1.570799796,-1.04E-05
0.46,1.422367604,0.07599186,-0.287962802,-0.218451332,-1.69E-05,-5.05E-05,,0.314326623,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.25645352,-1.555034775,1.511069658,-1.616105549,-1.57079983,-1.05E-05
0.462,1.422867819,0.076357205,-0.289347238,-0.219501579,-1.70E-05,-5.07E-05,,0.250107582,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.253608785,-1.554882791,1.510493732,-1.616542451,-1.570799864,-1.06E-05
0.464,1.423254257,0.076722551,-0.290731675,-0.220551825,-1.71E-05,-5.10E-05,,0.193218924,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.25076305,-1.554730077,1.509915038,-1.616981455,-1.570799898,-1.07E-05
0.466,1.423541578,0.077087896,-0.292116112,-0.221602072,-1.71E-05,-5.12E-05,,0.143660649,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.247916541,-1.554576632,1.509333574,-1.617422558,-1.570799932,-1.08E-05
0.468,1.423744443,0.077453242,-0.293500548,-0.222652319,-1.72E-05,-5.15E-05,,0.101432757,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.245069458,-1.554422456,1.508749342,-1.617865762,-1.570799966,-1.09E-05
0.47,1.423877514,0.077818587,-0.294884985,-0.223702566,-1.73E-05,-5.17E-05,,0.066535248,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.242221969,-1.55426755,1.508162341,-1.618311067,-1.570800001,-1.10E-05
0.472,1.42395545,0.078183933,-0.296269421,-0.224752813,-1.74E-05,-5.19E-05,,0.038968121,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.239374214,-1.554111912,1.507572571,-1.618758472,-1.570800035,-1.11E-05
0.474,1.423992913,0.078549278,-0.297653858,-0.225803059,-1.75E-05,-5.22E-05,,0.018731378,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.236526303,-1.553955544,1.506980032,-1.619207978,-1.57080007,-1.12E-05
0.476,1.424004563,0.078914624,-0.299038294,-0.226853306,-1.75E-05,-5.24E-05,,0.005825017,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.233678317,-1.553798446,1.506384724,-1.619659584,-1.570800105,-1.13E-05
0.478,1.424005061,0.079279969,-0.300422731,-0.227903553,-1.76E-05,-5.27E-05,,0.000249039,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.230830308,-1.553640617,1.505786648,-1.620113291,-1.57080014,-1.14E-05
0.48,1.424005061,0.079645314,-0.301807167,-0.2289538,-1.77E-05,-5.29E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.227982298,-1.553482057,1.505185802,-1.620569098,-1.570800175,-1.15E-05
0.482,1.424005061,0.08001066,-0.303191604,-0.230004047,-1.78E-05,-5.32E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.225134288,-1.553322766,1.504582188,-1.621027005,-1.570800211,-1.16E-05
0.484,1.424005061,0.080376005,-0.30457604,-0.231054293,-1.79E-05,-5.34E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.222286278,-1.553162745,1.503975805,-1.621487013,-1.570800246,-1.17E-05
0.486,1.424005061,0.080741351,-0.305960477,-0.23210454,-1.79E-05,-5.36E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.219438268,-1.553001993,1.503366653,-1.621949122,-1.570800282,-1.18E-05
0.488,1.424005061,0.081106696,-0.307344914,-0.233154787,-1.80E-05,-5.39E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.216590257,-1.55284051,1.502754732,-1.622413331,-1.570800318,-1.19E-05
0.49,1.424005061,0.081472042,-0.30872935,-0.234205034,-1.81E-05,-5.41E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.213742247,-1.552678297,1.502140042,-1.622879641,-1.570800354,-1.20E-05
0.492,1.424005061,0.081837387,-0.310113787,-0.23525528,-1.82E-05,-5.44E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.210894237,-1.552515353,1.501522583,-1.623348051,-1.57080039,-1.21E-05
0.494,1.424005061,0.082202733,-0.311498223,-0.236305527,-1.83E-05,-5.46E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.208046227,-1.552351678,1.500902356,-1.623818561,-1.570800426,-1.23E-05
0.496,1.424005061,0.082568078,-0.31288266,-0.237355774,-1.84E-05,-5.49E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.205198217,-1.552187272,1.500279359,-1.624291172,-1.570800463,-1.24E-05
0.498,1.424005061,0.082933424,-0.314267096,-0.238406021,-1.84E-05,-5.51E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.202350207,-1.552022136,1.499653594,-1.624765884,-1.5708005,-1.25E-05
0.5,1.424005061,0.083298769,-0.315651533,-0.239456268,-1.85E-05,-5.53E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.199502197,-1.551856269,1.49902506,-1.625242696,-1.570800537,-1.26E-05
0.502,1.424005061,0.083664115,-0.317035969,-0.240506514,-1.86E-05,-5.56E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.196654187,-1.551689672,1.498393757,-1.625721608,-1.570800574,-1.27E-05
0.504,1.424005061,0.08402946,-0.318420406,-0.241556761,-1.87E-05,-5.58E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.193806176,-1.551522344,1.497759685,-1.626202621,-1.570800611,-1.28E-05
0.506,1.424005061,0.084394806,-0.319804842,-0.242607008,-1.88E-05,-5.61E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.190958166,-1.551354285,1.497122844,-1.626685735,-1.570800648,-1.29E-05
0.508,1.424005061,0.084760151,-0.321189279,-0.243657255,-1.88E-05,-5.63E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.188110156,-1.551185495,1.496483234,-1.627170949,-1.570800686,-1.30E-05
0.51,1.424005061,0.085125497,-0.322573716,-0.244707502,-1.89E-05,-5.66E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.185262146,-1.551015975,1.495840856,-1.627658263,-1.570800723,-1.31E-05
0.512,1.424005061,0.085490842,-0.323958152,-0.245757748,-1.90E-05,-5.68E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.182414136,-1.550845724,1.495195708,-1.628147678,-1.570800761,-1.33E-05
0.514,1.424005061,0.085856188,-0.325342589,-0.246807995,-1.91E-05,-5.70E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.179566126,-1.550674742,1.494547792,-1.628639194,-1.570800799,-1.34E-05
0.516,1.424005061,0.086221533,-0.326727025,-0.247858242,-1.92E-05,-5.73E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.176718116,-1.55050303,1.493897107,-1.62913281,-1.570800837,-1.35E-05
0.518,1.424005061,0.086586879,-0.328111462,-0.248908489,-1.92E-05,-5.75E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.173870106,-1.550330587,1.493243653,-1.629628526,-1.570800876,-1.36E-05
0.52,1.424005061,0.086952224,-0.329495898,-0.249958735,-1.93E-05,-5.78E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.171022096,-1.550157413,1.49258743,-1.630126343,-1.570800914,-1.37E-05
0.522,1.424005061,0.08731757,-0.330880335,-0.251008982,-1.94E-05,-5.80E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.168174085,-1.549983508,1.491928438,-1.630626261,-1.570800953,-1.38E-05
0.524,1.424005061,0.087682915,-0.332264771,-0.252059229,-1.95E-05,-5.83E-05,,1.11E-10,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.165326075,-1.549808873,1.491266677,-1.631128279,-1.570800992,-1.39E-05
0.526,1.424005061,0.088048261,-0.333649208,-0.253109476,-1.96E-05,-5.85E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.162478065,-1.549633507,1.490602148,-1.631632397,-1.570801031,-1.41E-05
0.528,1.424005061,0.088413606,-0.335033644,-0.254159723,-1.97E-05,-5.87E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.159630055,-1.549457411,1.489934849,-1.632138616,-1.57080107,-1.42E-05
0.53,1.424005061,0.088778951,-0.336418081,-0.255209969,-1.97E-05,-5.90E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.156782045,-1.549280584,1.489264782,-1.632646936,-1.570801109,-1.43E-05
0.532,1.424005061,0.089144297,-0.337802518,-0.256260216,-1.98E-05,-5.92E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.153934035,-1.549103026,1.488591946,-1.633157356,-1.570801148,-1.44E-05
0.534,1.424005061,0.089509642,-0.339186954,-0.257310463,-1.99E-05,-5.95E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.151086025,-1.548924737,1.487916341,-1.633669876,-1.570801188,-1.45E-05
0.536,1.424005061,0.089874988,-0.340571391,-0.25836071,-2.00E-05,-5.97E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.148238015,-1.548745718,1.487237967,-1.634184497,-1.570801228,-1.46E-05
0.538,1.424005061,0.090240333,-0.341955827,-0.259410957,-2.01E-05,-6.00E-05,,-1.11E-10,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.145390004,-1.548565968,1.486556824,-1.634701218,-1.570801268,-1.48E-05
0.54,1.424005061,0.090605679,-0.343340264,-0.260461203,-2.01E-05,-6.02E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.142541994,-1.548385487,1.485872913,-1.63522004,-1.570801308,-1.49E-05
0.542,1.424005061,0.090971024,-0.3447247,-0.26151145,-2.02E-05,-6.04E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.139693984,-1.548204276,1.485186232,-1.635740963,-1.570801348,-1.50E-05
0.544,1.424005061,0.09133637,-0.346109137,-0.262561697,-2.03E-05,-6.07E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.136845974,-1.548022334,1.484496783,-1.636263986,-1.570801389,-1.51E-05
0.546,1.424005061,0.091701715,-0.347493573,-0.263611944,-2.04E-05,-6.09E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.133997964,-1.547839661,1.483804564,-1.636789109,-1.570801429,-1.53E-05
0.548,1.424005061,0.092067061,-0.34887801,-0.264662191,-2.05E-05,-6.12E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.131149954,-1.547656258,1.483109577,-1.637316333,-1.57080147,-1.54E-05
0.55,1.424005061,0.092432406,-0.350262446,-0.265712437,-2.05E-05,-6.14E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.128301944,-1.547472124,1.482411821,-1.637845657,-1.570801511,-1.55E-05
0.552,1.424005061,0.092797752,-0.351646883,-0.266762684,-2.06E-05,-6.17E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.125453934,-1.547287259,1.481711296,-1.638377082,-1.570801552,-1.56E-05
0.554,1.424005061,0.093163097,-0.35303132,-0.267812931,-2.07E-05,-6.19E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.122605923,-1.547101663,1.481008003,-1.638910608,-1.570801593,-1.57E-05
0.556,1.424005061,0.093528443,-0.354415756,-0.268863178,-2.08E-05,-6.21E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.119757913,-1.546915337,1.48030194,-1.639446233,-1.570801635,-1.59E-05
0.558,1.424005061,0.093893788,-0.355800193,-0.269913424,-2.09E-05,-6.24E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.116909903,-1.54672828,1.479593108,-1.63998396,-1.570801676,-1.60E-05
0.56,1.424005061,0.094259134,-0.357184629,-0.270963671,-2.09E-05,-6.26E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.114061893,-1.546540493,1.478881508,-1.640523787,-1.570801718,-1.61E-05
0.562,1.424005061,0.094624479,-0.358569066,-0.272013918,-2.10E-05,-6.29E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.111213883,-1.546351974,1.478167139,-1.641065714,-1.57080176,-1.62E-05
0.564,1.424005061,0.094989825,-0.359953502,-0.273064165,-2.11E-05,-6.31E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.108365873,-1.546162725,1.477450001,-1.641609742,-1.570801802,-1.64E-05
0.566,1.424005061,0.09535517,-0.361337939,-0.274114412,-2.12E-05,-6.34E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.105517863,-1.545972746,1.476730094,-1.64215587,-1.570801844,-1.65E-05
0.568,1.424005061,0.095720516,-0.362722375,-0.275164658,-2.13E-05,-6.36E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.102669853,-1.545782035,1.476007418,-1.642704099,-1.570801887,-1.66E-05
0.57,1.424005061,0.096085861,-0.364106812,-0.276214905,-2.14E-05,-6.38E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.099821842,-1.545590594,1.475281973,-1.643254428,-1.570801929,-1.67E-05
0.572,1.424005061,0.096451207,-0.365491249,-0.277265152,-2.14E-05,-6.41E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.096973832,-1.545398423,1.474553759,-1.643806858,-1.570801972,-1.69E-05
0.574,1.424005061,0.096816552,-0.366875685,-0.278315399,-2.15E-05,-6.43E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.094125822,-1.54520552,1.473822777,-1.644361388,-1.570802015,-1.70E-05
0.576,1.424005061,0.097181897,-0.368260122,-0.279365646,-2.16E-05,-6.46E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.091277812,-1.545011887,1.473089025,-1.644918019,-1.570802058,-1.71E-05
0.578,1.424005061,0.097547243,-0.369644558,-0.280415892,-2.17E-05,-6.48E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.088429802,-1.544817523,1.472352505,-1.64547675,-1.570802101,-1.73E-05
0.58,1.424005061,0.097912588,-0.371028995,-0.281466139,-2.18E-05,-6.50E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.085581792,-1.544622429,1.471613216,-1.646037582,-1.570802144,-1.74E-05
0.582,1.424005061,0.098277934,-0.372413431,-0.282516386,-2.18E-05,-6.53E-05,,1.11E-10,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.082733782,-1.544426604,1.470871158,-1.646600515,-1.570802188,-1.75E-05
0.584,1.424005061,0.098643279,-0.373797868,-0.283566633,-2.19E-05,-6.55E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.079885772,-1.544230048,1.470126331,-1.647165547,-1.570802231,-1.76E-05
0.586,1.424005061,0.099008625,-0.375182304,-0.284616879,-2.20E-05,-6.58E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.077037761,-1.544032761,1.469378736,-1.647732681,-1.570802275,-1.78E-05
0.588,1.424005061,0.09937397,-0.376566741,-0.285667126,-2.21E-05,-6.60E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.074189751,-1.543834744,1.468628371,-1.648301914,-1.570802319,-1.79E-05
0.59,1.424005061,0.099739316,-0.377951177,-0.286717373,-2.22E-05,-6.63E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.071341741,-1.543635996,1.467875237,-1.648873249,-1.570802363,-1.80E-05
0.592,1.424005061,0.100104661,-0.379335614,-0.28776762,-2.22E-05,-6.65E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.068493731,-1.543436517,1.467119335,-1.649446683,-1.570802408,-1.82E-05
0.594,1.424005061,0.100470007,-0.380720051,-0.288817867,-2.23E-05,-6.67E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.065645721,-1.543236308,1.466360664,-1.650022219,-1.570802452,-1.83E-05
0.596,1.424005061,0.100835352,-0.382104487,-0.289868113,-2.24E-05,-6.70E-05,,-1.11E-10,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.062797711,-1.543035368,1.465599224,-1.650599854,-1.570802497,-1.84E-05
0.598,1.424005061,0.101200698,-0.383488924,-0.29091836,-2.25E-05,-6.72E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.059949701,-1.542833697,1.464835015,-1.651179591,-1.570802542,-1.86E-05
0.6,1.424005061,0.101566043,-0.38487336,-0.291968607,-2.26E-05,-6.75E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.057101691,-1.542631296,1.464068037,-1.651761427,-1.570802587,-1.87E-05
0.602,1.424005061,0.101931389,-0.386257797,-0.293018854,-2.27E-05,-6.77E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.054253681,-1.542428164,1.46329829,-1.652345364,-1.570802632,-1.88E-05
0.604,1.424005061,0.102296734,-0.387642233,-0.294069101,-2.27E-05,-6.80E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.05140567,-1.542224301,1.462525775,-1.652931402,-1.570802677,-1.90E-05
0.606,1.424005061,0.10266208,-0.38902667,-0.295119347,-2.28E-05,-6.82E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.04855766,-1.542019708,1.46175049,-1.65351954,-1.570802723,-1.91E-05
0.608,1.424005061,0.103027425,-0.390411106,-0.296169594,-2.29E-05,-6.84E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.04570965,-1.541814383,1.460972437,-1.654109779,-1.570802768,-1.93E-05
0.61,1.424005061,0.103392771,-0.391795543,-0.297219841,-2.30E-05,-6.87E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.04286164,-1.541608329,1.460191615,-1.654702118,-1.570802814,-1.94E-05
0.612,1.424005061,0.103758116,-0.393179979,-0.298270088,-2.31E-05,-6.89E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.04001363,-1.541401543,1.459408023,-1.655296558,-1.57080286,-1.95E-05
0.614,1.424005061,0.104123462,-0.394564416,-0.299320335,-2.31E-05,-6.92E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.03716562,-1.541194027,1.458621664,-1.655893098,-1.570802906,-1.97E-05
0.616,1.424005061,0.104488807,-0.395948853,-0.300370581,-2.32E-05,-6.94E-05,,5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.03431761,-1.54098578,1.457832535,-1.656491739,-1.570802953,-1.98E-05
0.618,1.424005061,0.104854153,-0.397333289,-0.301420828,-2.33E-05,-6.97E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.0314696,-1.540776802,1.457040637,-1.65709248,-1.570802999,-1.99E-05
0.62,1.424005061,0.105219498,-0.398717726,-0.302471075,-2.34E-05,-6.99E-05,,-5.55E-11,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.028621589,-1.540567094,1.45624597,-1.657695322,-1.570803046,-2.01E-05
0.622,1.424005061,0.105584844,-0.400102162,-0.303521322,-2.35E-05,-7.01E-05,,0,0.18267274,-0.692218274,-0.525123394,-4.06E-05,-0.000121361,,-1.025773579,-1.540356655,1.455448535,-1.658300264,-1.570803092,-2.02E-05
