time,v1,v2,v3,v4,v5,v6,,a1,a2,a3,a4,a5,a6,,q1,q2,q3,q4,q5,q6,
1.048,2.057125432,0.233866414,-0.879750922,-0.672288189,-5.20E-05,-0.000155373,,0.082979276,-0.239260845,0.900043513,0.687795385,5.32E-05,0.000158957,,-0.046770603,-1.429851533,1.040594874,-1.975965751,-1.570827653,-9.36E-05,
1.05,2.057299936,0.233388741,-0.877954026,-0.670915037,-5.19E-05,-0.000155055,,0.087252166,-0.238836741,0.898448132,0.686576226,5.31E-05,0.000158675,,-0.042656352,-1.4293838,1.038835372,-1.977310328,-1.570827757,-9.39E-05,
1.052,2.057482973,0.232911906,-0.876160286,-0.669544296,-5.18E-05,-0.000154739,,0.091518515,-0.238417212,0.896869962,0.68537022,5.30E-05,0.000158396,,-0.038541752,-1.428917022,1.037079464,-1.978652158,-1.57082786,-9.43E-05,
1.054,2.057674506,0.232435899,-0.874369658,-0.668175934,-5.17E-05,-0.000154422,,0.095766552,-0.238003591,0.895314016,0.684181197,5.29E-05,0.000158121,,-0.034426786,-1.428451199,1.035327143,-1.979991246,-1.570827964,-9.46E-05,
1.056,2.05787447,0.231960704,-0.872582085,-0.666809906,-5.16E-05,-0.000154107,,0.099981952,-0.237597483,0.893786332,0.683013771,5.28E-05,0.000157852,,-0.030311437,-1.427986327,1.033578404,-1.981327598,-1.570828067,-9.49E-05,
1.058,2.05808278,0.231486304,-0.870797503,-0.665446165,-5.14E-05,-0.000153791,,0.104155234,-0.237199931,0.892290835,0.681870942,5.27E-05,0.000157587,,-0.026195689,-1.427522405,1.03183324,-1.982661218,-1.57082817,-9.52E-05,
1.06,2.058299338,0.231012681,-0.869015842,-0.664084654,-5.13E-05,-0.000153477,,0.108278873,-0.236811762,0.890830632,0.680755083,5.26E-05,0.00015733,,-0.022079523,-1.427059433,1.030091645,-1.98399211,-1.570828273,-9.55E-05,
1.062,2.058524016,0.230539812,-0.867237019,-0.662725313,-5.12E-05,-0.000153163,,0.112339092,-0.236434477,0.889411374,0.679670515,5.25E-05,0.000157079,,-0.017962924,-1.426597407,1.028353613,-1.98532028,-1.570828376,-9.58E-05,
1.064,2.058756674,0.230067674,-0.865460948,-0.661368075,-5.11E-05,-0.000152849,,0.116328876,-0.236068809,0.888035817,0.678619342,5.25E-05,0.000156836,,-0.013845876,-1.426136328,1.026619139,-1.98664573,-1.570828478,-9.61E-05,
1.066,2.05899716,0.229596244,-0.863687536,-0.660012869,-5.10E-05,-0.000152536,,0.120243204,-0.235715272,0.886705893,0.67760304,5.24E-05,0.000156601,,-0.009728363,-1.425676192,1.024888217,-1.987968466,-1.570828581,-9.64E-05,
1.068,2.059245308,0.229125494,-0.861916686,-0.658659621,-5.09E-05,-0.000152223,,0.124073995,-0.235374703,0.885424752,0.676624018,5.23E-05,0.000156375,,-0.005610369,-1.425217,1.023160842,-1.989288492,-1.570828683,-9.67E-05,
1.07,2.059500942,0.228655399,-0.860148299,-0.657308254,-5.08E-05,-0.000151911,,0.127816869,-0.235047515,0.884193946,0.67568346,5.22E-05,0.000156157,,-0.001491878,-1.424758749,1.021437009,-1.990605811,-1.570828785,-9.70E-05,
1.072,2.059763871,0.22818593,-0.858382266,-0.655958687,-5.07E-05,-0.000151599,,0.131464577,-0.234734428,0.883016187,0.67478344,5.22E-05,0.000155949,,0.002627124,-1.424301438,1.019716712,-1.991920428,-1.570828886,-9.73E-05,
1.074,2.060033902,0.227717059,-0.856618483,-0.654610838,-5.06E-05,-0.000151287,,0.135015545,-0.234435528,0.881891795,0.673924202,5.21E-05,0.000155751,,0.006746652,-1.423845066,1.017999948,-1.993232345,-1.570828988,-9.76E-05,
1.076,2.060310843,0.227248758,-0.854856842,-0.653264628,-5.05E-05,-0.000150976,,0.138470271,-0.23415068,0.880820262,0.673105358,5.20E-05,0.000155562,,0.010866719,-1.423389632,1.016286711,-1.994541567,-1.570829089,-9.79E-05,
1.078,2.060594488,0.226780997,-0.853097234,-0.65191997,-5.04E-05,-0.000150665,,0.141822437,-0.233880482,0.879803841,0.672328629,5.20E-05,0.000155382,,0.014987341,-1.422935135,1.014576997,-1.995848096,-1.57082919,-9.82E-05,
1.08,2.060884635,0.226313748,-0.851339551,-0.650576784,-5.03E-05,-0.000150355,,0.145073439,-0.233624678,0.878841568,0.671593279,5.19E-05,0.000155212,,0.01910853,-1.422481573,1.012870803,-1.997151936,-1.570829291,-9.85E-05,
1.082,2.061181088,0.225846982,-0.849583688,-0.649234988,-5.02E-05,-0.000150045,,0.148226787,-0.233382794,0.877931657,0.670897943,5.19E-05,0.000155051,,0.023230299,-1.422028945,1.011168124,-1.99845309,-1.570829391,-9.88E-05,
1.084,2.061483654,0.225380673,-0.847829541,-0.647894504,-5.01E-05,-0.000149735,,0.15128285,-0.233154689,0.877073576,0.670242215,5.18E-05,0.0001549,,0.027352662,-1.421577251,1.009468956,-1.99975156,-1.570829492,-9.91E-05,
1.086,2.061792146,0.224914793,-0.846077011,-0.646555255,-5.00E-05,-0.000149426,,0.15424616,-0.232939759,0.876265062,0.669624365,5.18E-05,0.000154757,,0.031475629,-1.42112649,1.007773297,-2.001047349,-1.570829592,-9.94E-05,
1.088,2.062106382,0.224449318,-0.844326,-0.645217167,-4.99E-05,-0.000149116,,0.157117847,-0.232737775,0.875505243,0.669043726,5.17E-05,0.000154623,,0.035599213,-1.42067666,1.006081143,-2.002340459,-1.570829692,-9.97E-05,
1.09,2.062426184,0.223984221,-0.842576415,-0.643880169,-4.98E-05,-0.000148807,,0.15990119,-0.232548274,0.874792388,0.668498976,5.17E-05,0.000154497,,0.039723426,-1.420227762,1.004392491,-2.003630894,-1.570829792,-0.000100033,
1.092,2.062751391,0.22351948,-0.840828169,-0.642544194,-4.97E-05,-0.000148499,,0.162603093,-0.232370424,0.874123357,0.667987715,5.16E-05,0.000154379,,0.043848278,-1.419779793,1.002707338,-2.004918654,-1.570829891,-0.00010033,
1.094,2.063081841,0.223055072,-0.839081174,-0.641209176,-4.96E-05,-0.00014819,,0.165225002,-0.232203968,0.873497189,0.66750921,5.16E-05,0.000154268,,0.047973781,-1.419332754,1.001025682,-2.006203742,-1.570829991,-0.000100627,
1.096,2.063417391,0.222590976,-0.837335354,-0.639875054,-4.95E-05,-0.000147882,,0.167775088,-0.232047925,0.872910188,0.667060636,5.16E-05,0.000154165,,0.052099945,-1.418886644,0.99934752,-2.007486161,-1.57083009,-0.000100924,
1.098,2.063757912,0.222127174,-0.835590636,-0.638541775,-4.94E-05,-0.000147574,,0.170260622,-0.231901438,0.872359141,0.666639537,5.15E-05,0.000154067,,0.05622678,-1.418441462,0.997672849,-2.008765911,-1.570830189,-0.000101219,
1.1,2.064103275,0.221663645,-0.833846948,-0.637209284,-4.93E-05,-0.000147266,,0.172681333,-0.231764452,0.871843831,0.666245747,5.15E-05,0.000153976,,0.060354295,-1.417997208,0.996001668,-2.010042994,-1.570830287,-0.000101514,
1.102,2.064453365,0.221200373,-0.832104226,-0.63587753,-4.92E-05,-0.000146958,,0.175044921,-0.231636054,0.871360828,0.665876646,5.15E-05,0.000153891,,0.064482502,-1.41755388,0.994333974,-2.011317413,-1.570830386,-0.000101809,
1.104,2.064808081,0.220737342,-0.830362412,-0.63454647,-4.91E-05,-0.00014665,,0.177358135,-0.231515465,0.8709072,0.665529992,5.15E-05,0.000153811,,0.068611409,-1.41711148,0.992669765,-2.012589168,-1.570830484,-0.000102103,
1.106,2.06516733,0.220274537,-0.828621449,-0.633216061,-4.90E-05,-0.000146343,,0.179624475,-0.231402244,0.870481287,0.665204518,5.14E-05,0.000153736,,0.072741025,-1.416670005,0.99100904,-2.013858261,-1.570830582,-0.000102396,
1.108,2.06553103,0.219811946,-0.826881288,-0.631886265,-4.89E-05,-0.000146035,,0.181850112,-0.231295686,0.870080443,0.664898201,5.14E-05,0.000153665,,0.076871359,-1.416229456,0.989351797,-2.015124693,-1.57083068,-0.000102689,
1.11,2.065899101,0.219349554,-0.82514188,-0.630557043,-4.88E-05,-0.000145728,,0.184035361,-0.231195698,0.86970431,0.664610768,5.14E-05,0.000153598,,0.081002422,-1.415789832,0.987698035,-2.016388466,-1.570830778,-0.000102981,
1.112,2.066271477,0.218887352,-0.823403181,-0.629228364,-4.86E-05,-0.000145421,,0.186188023,-0.231101387,0.869349536,0.664339656,5.14E-05,0.000153536,,0.08513422,-1.415351133,0.986047751,-2.01764958,-1.570830876,-0.000103272,
1.114,2.066648104,0.218425327,-0.821665153,-0.627900198,-4.85E-05,-0.000145114,,0.188313625,-0.231012138,0.8690138,0.664083094,5.13E-05,0.000153476,,0.089266763,-1.414913358,0.984400945,-2.018908036,-1.570830973,-0.000103563,
1.116,2.067028923,0.217963471,-0.819927757,-0.626572515,-4.84E-05,-0.000144807,,0.19040964,-0.230928167,0.86869792,0.663841704,5.13E-05,0.000153421,,0.093400059,-1.414476508,0.982757614,-2.020163837,-1.57083107,-0.000103853,
1.118,2.067413888,0.217501773,-0.818190959,-0.625245288,-4.83E-05,-0.000144501,,0.192482219,-0.230848774,0.868399264,0.663613477,5.13E-05,0.000153368,,0.097534117,-1.414040581,0.981117759,-2.021416982,-1.570831167,-0.000104143,
1.12,2.06780296,0.217040227,-0.816454727,-0.623918494,-4.82E-05,-0.000144194,,0.194536189,-0.230773432,0.868115843,0.663396893,5.13E-05,0.000153318,,0.101668945,-1.413605577,0.979481377,-2.022667472,-1.570831263,-0.000104432,
1.122,2.068196106,0.216578823,-0.814719033,-0.622592111,-4.81E-05,-0.000143887,,0.196573063,-0.230701948,0.867846939,0.663191402,5.13E-05,0.00015327,,0.10580455,-1.413171497,0.977848468,-2.023915309,-1.57083136,-0.00010472,
1.124,2.0685933,0.216117555,-0.812983851,-0.621266119,-4.80E-05,-0.000143581,,0.198596908,-0.230633886,0.867590903,0.662995745,5.13E-05,0.000153225,,0.109940943,-1.412738339,0.97621903,-2.025160494,-1.570831456,-0.000105008,
1.126,2.068994511,0.215656416,-0.811249154,-0.619940499,-4.79E-05,-0.000143275,,0.200605567,-0.230569439,0.867348469,0.662810481,5.12E-05,0.000153182,,0.114078129,-1.412306104,0.974593062,-2.026403026,-1.570831552,-0.000105295,
1.128,2.069399721,0.2151954,-0.80951492,-0.618615231,-4.78E-05,-0.000142968,,0.202605093,-0.230507943,0.867117137,0.662633701,5.12E-05,0.000153141,,0.118216118,-1.411874791,0.972970563,-2.027642907,-1.570831648,-0.000105582,
1.13,2.069808919,0.214734502,-0.807781129,-0.617290302,-4.77E-05,-0.000142662,,0.20459874,-0.23044906,0.86689563,0.662464431,5.12E-05,0.000153102,,0.122354918,-1.4114444,0.971351534,-2.028880137,-1.570831744,-0.000105868,
1.132,2.070222081,0.214273715,-0.806047757,-0.615965694,-4.76E-05,-0.000142356,,0.206581218,-0.230393314,0.866685928,0.66230418,5.12E-05,0.000153065,,0.126494536,-1.411014931,0.969735971,-2.030114718,-1.570831839,-0.000106153,
1.134,2.070639194,0.213813035,-0.804314784,-0.614641391,-4.75E-05,-0.00014205,,0.208556593,-0.23034026,0.86648635,0.662151667,5.12E-05,0.00015303,,0.13063498,-1.410586384,0.968123876,-2.031346649,-1.570831935,-0.000106438,
1.136,2.071060249,0.213352456,-0.802582192,-0.613317378,-4.74E-05,-0.000141744,,0.210527245,-0.230289657,0.866295994,0.6620062,5.12E-05,0.000152996,,0.134776258,-1.410158758,0.966515246,-2.032575932,-1.57083203,-0.000106722,
1.138,2.071485233,0.212891972,-0.800849962,-0.611993642,-4.73E-05,-0.000141438,,0.212492254,-0.23024159,0.866115178,0.661868024,5.12E-05,0.000152965,,0.138918379,-1.409732053,0.964910082,-2.033802567,-1.570832124,-0.000107006,
1.14,2.071914148,0.212431581,-0.799118079,-0.610670171,-4.72E-05,-0.000141132,,0.214457466,-0.230195455,0.86594163,0.661735403,5.12E-05,0.000152934,,0.143061349,-1.409306269,0.963308382,-2.035026554,-1.570832219,-0.000107288,
1.142,2.072346986,0.211971278,-0.797386525,-0.609346952,-4.71E-05,-0.000140826,,0.216418788,-0.23015166,0.865776881,0.661609505,5.12E-05,0.000152905,,0.147205177,-1.408881406,0.961710146,-2.036247894,-1.570832313,-0.000107571,
1.144,2.072783737,0.211511058,-0.795655283,-0.608023971,-4.70E-05,-0.000140521,,0.218375317,-0.230110286,0.865621243,0.66149057,5.11E-05,0.000152877,,0.151349871,-1.408457463,0.960115373,-2.037466588,-1.570832408,-0.000107852,
1.146,2.073224394,0.211050915,-0.793924334,-0.606701215,-4.69E-05,-0.000140215,,0.220328556,-0.230071193,0.865474186,0.661378191,5.11E-05,0.000152851,,0.155495439,-1.408034441,0.958524062,-2.038682636,-1.570832502,-0.000108133,
1.148,2.073668938,0.210590845,-0.792193658,-0.605378666,-4.68E-05,-0.000139909,,0.222272023,-0.230035024,0.865338126,0.661274217,5.11E-05,0.000152827,,0.159641888,-1.407612339,0.956936214,-2.039896039,-1.570832596,-0.000108414,
1.15,2.074117359,0.210130843,-0.790463236,-0.604056312,-4.67E-05,-0.000139604,,0.22421068,-0.230001253,0.865211087,0.661177136,5.11E-05,0.000152805,,0.163789225,-1.407191158,0.955351826,-2.041106796,-1.570832689,-0.000108694,
1.152,2.074569651,0.209670903,-0.788733051,-0.602734139,-4.66E-05,-0.000139298,,0.226146006,-0.229969743,0.865092554,0.661086556,5.11E-05,0.000152784,,0.16793746,-1.406770896,0.9537709,-2.042314909,-1.570832783,-0.000108973,
1.154,2.075025794,0.209211021,-0.787003081,-0.60141213,-4.65E-05,-0.000138993,,0.228071403,-0.229941143,0.864984968,0.661004341,5.11E-05,0.000152765,,0.172086599,-1.406351554,0.952193434,-2.043520377,-1.570832876,-0.000109251,
1.156,2.07548578,0.208751191,-0.785273309,-0.600090273,-4.64E-05,-0.000138687,,0.229993087,-0.229914821,0.864885948,0.660928672,5.11E-05,0.000152747,,0.176236651,-1.405933132,0.950619428,-2.044723201,-1.570832969,-0.000109529,
1.158,2.075949594,0.208291409,-0.783543715,-0.598768551,-4.63E-05,-0.000138382,,0.231906724,-0.229891195,0.864797072,0.660860754,5.11E-05,0.000152732,,0.180387623,-1.40551563,0.949048881,-2.045923382,-1.570833062,-0.000109807,
1.16,2.076417216,0.207831668,-0.781814277,-0.59744695,-4.62E-05,-0.000138076,,0.23381145,-0.229870339,0.864718617,0.660800801,5.11E-05,0.000152718,,0.184539522,-1.405099047,0.947481793,-2.047120919,-1.570833154,-0.000110084,
1.162,2.076888634,0.207371964,-0.780084977,-0.596125453,-4.61E-05,-0.000137771,,0.235708698,-0.229852121,0.864650085,0.66074843,5.11E-05,0.000152706,,0.188692356,-1.404683383,0.945918165,-2.048315813,-1.570833246,-0.00011036,
1.164,2.077363817,0.206912289,-0.778355789,-0.594804042,-4.60E-05,-0.000137465,,0.237591642,-0.229837201,0.864593959,0.660705539,5.11E-05,0.000152696,,0.192846134,-1.40426864,0.944357995,-2.049508064,-1.570833339,-0.000110635,
1.166,2.077842748,0.206452639,-0.776626693,-0.593482701,-4.59E-05,-0.00013716,,0.23946566,-0.229825017,0.864548129,0.660670517,5.11E-05,0.000152688,,0.197000861,-1.403854815,0.942801283,-2.050697672,-1.570833431,-0.00011091,
1.168,2.078325413,0.205993009,-0.774897669,-0.592161415,-4.58E-05,-0.000136855,,0.24133216,-0.229815442,0.86451211,0.660642992,5.11E-05,0.000152681,,0.201156547,-1.40344191,0.94124803,-2.051884637,-1.570833522,-0.000111184,
1.17,2.078811781,0.20553339,-0.773168692,-0.590840165,-4.57E-05,-0.000136549,,0.243184206,-0.229809141,0.864488407,0.660624878,5.11E-05,0.000152677,,0.205313197,-1.403029924,0.939698235,-2.05306896,-1.570833614,-0.000111458,
1.172,2.079301838,0.205073779,-0.771439743,-0.589518937,-4.56E-05,-0.000136244,,0.245028366,-0.229805455,0.864474539,0.660614281,5.11E-05,0.000152675,,0.209470821,-1.402618857,0.938151897,-2.05425064,-1.570833705,-0.000111731,
1.174,2.079795558,0.20461417,-0.769710799,-0.588197712,-4.55E-05,-0.000135939,,0.246860073,-0.229804813,0.864472125,0.660612436,5.11E-05,0.000152674,,0.213629425,-1.402208709,0.936609018,-2.055429678,-1.570833797,-0.000112004,
1.176,2.080292915,0.204154555,-0.767981836,-0.586876473,-4.54E-05,-0.000135633,,0.248678509,-0.22980728,0.864481407,0.660619529,5.11E-05,0.000152676,,0.217789016,-1.401799481,0.935069596,-2.056606074,-1.570833887,-0.000112276,
1.178,2.080793885,0.20369493,-0.766252832,-0.585555202,-4.53E-05,-0.000135328,,0.250485033,-0.229812732,0.864501916,0.660635202,5.11E-05,0.00015268,,0.221949602,-1.401391172,0.933533633,-2.057779827,-1.570833978,-0.000112547,
1.18,2.08129843,0.203235286,-0.76452376,-0.584233879,-4.52E-05,-0.000135022,,0.252272492,-0.229821844,0.86453619,0.660661393,5.11E-05,0.000152686,,0.226111189,-1.400983782,0.932001127,-2.058950937,-1.570834069,-0.000112818,
1.182,2.081806523,0.202775618,-0.762794596,-0.582912487,-4.51E-05,-0.000134717,,0.254046665,-0.22983402,0.864581995,0.660696397,5.11E-05,0.000152694,,0.230273786,-1.400577311,0.930472079,-2.060119405,-1.570834159,-0.000113088,
1.184,2.082318141,0.20231592,-0.761065318,-0.581591007,-4.50E-05,-0.000134412,,0.255808887,-0.229849141,0.864638877,0.660739865,5.11E-05,0.000152704,,0.234437399,-1.40017176,0.92894649,-2.06128523,-1.570834249,-0.000113357,
1.186,2.082833245,0.201856184,-0.759335899,-0.580269419,-4.49E-05,-0.000134106,,0.257551902,-0.229867886,0.864709391,0.66079375,5.11E-05,0.000152716,,0.238602036,-1.399767128,0.92742436,-2.062448412,-1.570834339,-0.000113626,
1.188,2.08335181,0.201396405,-0.757606317,-0.578947707,-4.48E-05,-0.000133801,,0.259282611,-0.229889572,0.864790969,0.660856091,5.11E-05,0.000152731,,0.242767702,-1.399363416,0.925905688,-2.06360895,-1.570834429,-0.000113894,
1.19,2.0838738,0.200936575,-0.755876546,-0.57762585,-4.47E-05,-0.000133495,,0.260994791,-0.229914785,0.864885813,0.660928568,5.11E-05,0.000152747,,0.246934406,-1.398960623,0.924390475,-2.064766846,-1.570834518,-0.000114162,
1.192,2.084399175,0.200476688,-0.754146557,-0.576303827,-4.46E-05,-0.00013319,,0.262687666,-0.229943578,0.864994126,0.661011339,5.11E-05,0.000152767,,0.251102153,-1.39855875,0.922878722,-2.065922098,-1.570834608,-0.000114429,
1.194,2.084927912,0.200016738,-0.752416331,-0.574981623,-4.45E-05,-0.000132884,,0.264368244,-0.229975263,0.86511332,0.661102424,5.11E-05,0.000152788,,0.255270952,-1.398157797,0.921370429,-2.067074705,-1.570834697,-0.000114695,
1.196,2.08545997,0.199556716,-0.750685839,-0.573659215,-4.44E-05,-0.000132579,,0.266029066,-0.230010531,0.865245988,0.661203807,5.11E-05,0.000152811,,0.259440808,-1.397757763,0.919865596,-2.068224669,-1.570834786,-0.000114961,
1.198,2.085995322,0.199096619,-0.748955059,-0.572336588,-4.43E-05,-0.000132273,,0.267676291,-0.23004876,0.865389797,0.661313703,5.11E-05,0.000152836,,0.263611727,-1.39735865,0.918364225,-2.069371987,-1.570834874,-0.000115226,
1.2,2.086533945,0.198636439,-0.74722397,-0.571013724,-4.41E-05,-0.000131967,,0.269311182,-0.23008984,0.865544331,0.661431795,5.11E-05,0.000152864,,0.267783718,-1.396960457,0.916866314,-2.07051666,-1.570834963,-0.000115491,
1.202,2.087075797,0.19817617,-0.745492546,-0.569690604,-4.40E-05,-0.000131661,,0.270926181,-0.230134464,0.865712196,0.661560074,5.11E-05,0.000152893,,0.271956786,-1.396563184,0.915371866,-2.071658688,-1.570835051,-0.000115754,
1.204,2.087620858,0.197715807,-0.743760766,-0.568367212,-4.39E-05,-0.000131356,,0.272530411,-0.230181751,0.865890077,0.661696007,5.12E-05,0.000152925,,0.276130938,-1.396166831,0.913880881,-2.072798069,-1.570835139,-0.000116018,
1.206,2.088169093,0.197255342,-0.742028605,-0.567043529,-4.38E-05,-0.00013105,,0.274117296,-0.230232307,0.866080257,0.661841338,5.12E-05,0.000152958,,0.280306179,-1.3957714,0.91239336,-2.073934803,-1.570835227,-0.00011628,
1.208,2.088720465,0.19679477,-0.74029604,-0.565719537,-4.37E-05,-0.000130744,,0.275686104,-0.230286181,0.866282921,0.66199621,5.12E-05,0.000152994,,0.284482517,-1.395376889,0.910909303,-2.07506889,-1.570835315,-0.000116543,
1.21,2.089274953,0.196334085,-0.738563049,-0.564395219,-4.36E-05,-0.000130438,,0.277244151,-0.230342672,0.866495427,0.662158603,5.12E-05,0.000153032,,0.288659958,-1.394983299,0.909428711,-2.076200329,-1.570835402,-0.000116804,
1.212,2.08983252,0.19587328,-0.736829608,-0.563070558,-4.35E-05,-0.000130131,,0.278783692,-0.230402482,0.866720415,0.662330535,5.12E-05,0.000153071,,0.292838508,-1.394590631,0.907951584,-2.07732912,-1.57083549,-0.000117065,
1.214,2.090393143,0.19541235,-0.735095697,-0.561745538,-4.34E-05,-0.000129825,,0.280311247,-0.230464967,0.866955471,0.66251016,5.12E-05,0.000153113,,0.297018173,-1.394198885,0.906477925,-2.078455261,-1.570835577,-0.000117325,
1.216,2.090956799,0.19495129,-0.733361296,-0.560420144,-4.33E-05,-0.000129519,,0.281828003,-0.23053003,0.867200224,0.662697195,5.12E-05,0.000153156,,0.30119896,-1.39380806,0.905007734,-2.079578752,-1.570835664,-0.000117585,
1.218,2.091523451,0.194490093,-0.731626382,-0.559094356,-4.32E-05,-0.000129212,,0.283326124,-0.230598375,0.867457321,0.662893664,5.13E-05,0.000153202,,0.305380873,-1.393418157,0.903541011,-2.080699592,-1.57083575,-0.000117844,
1.22,2.092093081,0.194028755,-0.729890935,-0.557768162,-4.31E-05,-0.000128906,,0.284815154,-0.2306691,0.867723371,0.663096974,5.13E-05,0.000153249,,0.30956392,-1.393029177,0.902077758,-2.081817781,-1.570835837,-0.000118102,
1.222,2.092665658,0.193567269,-0.728154934,-0.556441545,-4.30E-05,-0.000128599,,0.286288184,-0.230742831,0.86800073,0.663308926,5.13E-05,0.000153298,,0.313748106,-1.39264112,0.900617977,-2.082933317,-1.570835923,-0.00011836,
1.224,2.093241147,0.19310563,-0.726418355,-0.555114485,-4.29E-05,-0.000128293,,0.287744526,-0.230819612,0.868289564,0.663529647,5.13E-05,0.000153349,,0.317933438,-1.392253985,0.899161667,-2.0840462,-1.570836009,-0.000118617,
1.226,2.09381953,0.192643832,-0.72468118,-0.553786971,-4.28E-05,-0.000127986,,0.289191783,-0.230898731,0.868587189,0.663757087,5.13E-05,0.000153401,,0.32211992,-1.391867774,0.89770883,-2.085156429,-1.570836095,-0.000118874,
1.228,2.094400774,0.19218187,-0.722943388,-0.552458985,-4.27E-05,-0.000127679,,0.290621944,-0.230980898,0.868896282,0.663993289,5.13E-05,0.000153456,,0.326307559,-1.391482486,0.896259468,-2.086264003,-1.57083618,-0.00011913,
1.23,2.094984864,0.19171974,-0.721204961,-0.551130513,-4.26E-05,-0.000127372,,0.292044818,-0.231065199,0.869213404,0.664235627,5.14E-05,0.000153512,,0.330496361,-1.391098123,0.894813581,-2.087368921,-1.570836266,-0.000119385,
1.232,2.095571787,0.191257437,-0.719465884,-0.549801546,-4.25E-05,-0.000127065,,0.293461517,-0.23115155,0.869538237,0.664483859,5.14E-05,0.000153569,,0.33468633,-1.390714683,0.893371171,-2.088471182,-1.570836351,-0.00011964,
1.234,2.096161515,0.190794956,-0.717726137,-0.548472065,-4.24E-05,-0.000126758,,0.294863945,-0.231240666,0.869873471,0.664740037,5.14E-05,0.000153628,,0.338877474,-1.390332168,0.891932239,-2.089570785,-1.570836436,-0.000119894,
1.236,2.096754039,0.190332292,-0.715985706,-0.547142062,-4.23E-05,-0.00012645,,0.296262041,-0.231331631,0.870215659,0.66500153,5.14E-05,0.000153689,,0.343069797,-1.389950578,0.890496787,-2.09066773,-1.570836521,-0.000120148,
1.238,2.097349336,0.189869442,-0.714244572,-0.545811522,-4.22E-05,-0.000126143,,0.297648581,-0.231425089,0.870567227,0.665270192,5.14E-05,0.000153751,,0.347263305,-1.389569914,0.889064816,-2.091762014,-1.570836606,-0.000120401,
1.24,2.097947382,0.1894064,-0.712502715,-0.54448043,-4.21E-05,-0.000125835,,0.299022924,-0.231521083,0.870928332,0.665546142,5.15E-05,0.000153815,,0.351458004,-1.389190175,0.887636326,-2.092853637,-1.57083669,-0.000120653,
1.242,2.098548168,0.188943162,-0.710760122,-0.543148775,-4.20E-05,-0.000125527,,0.300392939,-0.231618892,0.871296269,0.665827311,5.15E-05,0.00015388,,0.355653898,-1.388811362,0.886211321,-2.093942598,-1.570836774,-0.000120904,
1.244,2.099151665,0.188479723,-0.709016774,-0.541816543,-4.19E-05,-0.000125219,,0.301748463,-0.23171942,0.87167443,0.666116295,5.15E-05,0.000153946,,0.359850995,-1.388433476,0.884789801,-2.095028895,-1.570836858,-0.000121156,
1.246,2.099757864,0.18801608,-0.707272655,-0.540483722,-4.18E-05,-0.000124911,,0.303099681,-0.23182174,0.872059332,0.666410429,5.15E-05,0.000154014,,0.364049298,-1.388056516,0.883371767,-2.096112528,-1.570836942,-0.000121406,
1.248,2.100366759,0.187552228,-0.705527753,-0.539150303,-4.17E-05,-0.000124603,,0.304447629,-0.231925778,0.872450702,0.666709506,5.15E-05,0.000154083,,0.368248814,-1.387680484,0.881957222,-2.097193496,-1.570837025,-0.000121656,
1.25,2.100978327,0.187088164,-0.703782051,-0.537816271,-4.16E-05,-0.000124295,,0.305783971,-0.232032258,0.872851254,0.6670156,5.16E-05,0.000154154,,0.372449547,-1.38730538,0.880546166,-2.098271796,-1.570837109,-0.000121905,
1.252,2.101592565,0.186623883,-0.702035536,-0.536481619,-4.15E-05,-0.000123986,,0.307119014,-0.232140251,0.873257499,0.667326044,5.16E-05,0.000154226,,0.376651504,-1.386931203,0.879138602,-2.099347429,-1.570837192,-0.000122154,
1.254,2.102209456,0.186159383,-0.700288192,-0.535146334,-4.14E-05,-0.000123678,,0.308445241,-0.232250417,0.873671916,0.667642734,5.16E-05,0.000154299,,0.380854689,-1.386557956,0.877734531,-2.100420392,-1.570837275,-0.000122402,
1.256,2.10282898,0.185694657,-0.698540003,-0.533810402,-4.13E-05,-0.000123369,,0.309762057,-0.232362793,0.87409465,0.667965779,5.16E-05,0.000154374,,0.385059108,-1.386185637,0.876333955,-2.101490685,-1.570837358,-0.000122649,
1.258,2.103451135,0.185229704,-0.696790957,-0.532473816,-4.12E-05,-0.00012306,,0.311077578,-0.232476656,0.874522977,0.668293098,5.17E-05,0.000154449,,0.389264766,-1.385814247,0.874936875,-2.102558305,-1.57083744,-0.000122896,
1.26,2.104075898,0.184764518,-0.695041036,-0.531136562,-4.11E-05,-0.000122751,,0.312381288,-0.232592922,0.874960342,0.668627323,5.17E-05,0.000154527,,0.393471668,-1.385443788,0.873543293,-2.103623253,-1.570837523,-0.000123142,
1.262,2.104703265,0.184299096,-0.69329023,-0.52979863,-4.10E-05,-0.000122442,,0.313683723,-0.232710655,0.875403226,0.668965766,5.17E-05,0.000154605,,0.39767982,-1.385074259,0.872153211,-2.104685526,-1.570837605,-0.000123387,
1.264,2.105333237,0.183833437,-0.691538527,-0.528460013,-4.09E-05,-0.000122133,,0.314985839,-0.232829795,0.875851401,0.669308253,5.17E-05,0.000154684,,0.401889227,-1.384705661,0.87076663,-2.105745123,-1.570837687,-0.000123632,
1.266,2.105965795,0.183367535,-0.689785912,-0.5271207,-4.08E-05,-0.000121823,,0.316279085,-0.232951067,0.876307598,0.66965687,5.18E-05,0.000154765,,0.406099893,-1.384337994,0.869383553,-2.106802044,-1.570837768,-0.000123876,
