time,v1,v2,v3,v4,v5,v6,,a1,a2,a3,a4,a5,a6,,q1,q2,q3,q4,q5,q6,
0.466,1.554041166,0.1231679,-0.463328922,-0.354066764,-2.74E-05,-8.18E-05,,3.665191429,0.29049033,-1.092756891,-0.835063123,-6.46E-05,-0.000192992,,-1.242266893,-1.544758226,1.472847063,-1.64564721,-1.570802114,-1.73E-05,
0.468,1.561371549,0.123748881,-0.465514436,-0.35573689,-2.75E-05,-8.22E-05,,3.665191429,0.29049033,-1.092756891,-0.835063123,-6.46E-05,-0.000192992,,-1.239158811,-1.54451189,1.471920405,-1.646355343,-1.570802169,-1.75E-05,
0.47,1.568701932,0.124329861,-0.46769995,-0.357407016,-2.76E-05,-8.26E-05,,3.665191429,0.29049033,-1.092756891,-0.835063122,-6.46E-05,-0.000192992,,-1.236036068,-1.544264392,1.470989376,-1.647066817,-1.570802224,-1.76E-05,
0.472,1.576032315,0.124910842,-0.469885463,-0.359077143,-2.78E-05,-8.30E-05,,3.665191429,0.29049033,-1.092756891,-0.835063122,-6.46E-05,-0.000192992,,-1.232898664,-1.544015733,1.470053976,-1.647781631,-1.570802279,-1.78E-05,
0.474,1.583362697,0.125491823,-0.472070977,-0.360747269,-2.79E-05,-8.34E-05,,3.665191429,0.29049033,-1.092756892,-0.835063123,-6.46E-05,-0.000192992,,-1.229746599,-1.543765911,1.469114205,-1.648499785,-1.570802334,-1.80E-05,
0.476,1.59069308,0.126072803,-0.474256491,-0.362417395,-2.80E-05,-8.38E-05,,3.665191429,0.29049033,-1.092756891,-0.835063123,-6.46E-05,-0.000192992,,-1.226579874,-1.543514927,1.468170063,-1.64922128,-1.57080239,-1.81E-05,
0.478,1.598023463,0.126653784,-0.476442005,-0.364087521,-2.81E-05,-8.41E-05,,3.665191429,0.29049033,-1.092756892,-0.835063122,-6.46E-05,-0.000192992,,-1.223398488,-1.543262782,1.46722155,-1.649946115,-1.570802446,-1.83E-05,
0.48,1.605353846,0.127234765,-0.478627518,-0.365757648,-2.83E-05,-8.45E-05,,3.665191429,0.29049033,-1.092756891,-0.835063123,-6.46E-05,-0.000192992,,-1.220202441,-1.543009474,1.466268666,-1.65067429,-1.570802503,-1.85E-05,
0.482,1.612684229,0.127815745,-0.480813032,-0.367427774,-2.84E-05,-8.49E-05,,3.665191429,0.29049033,-1.092756892,-0.835063123,-6.46E-05,-0.000192992,,-1.216991733,-1.542755005,1.465311411,-1.651405805,-1.570802559,-1.86E-05,
0.484,1.620014612,0.128396726,-0.482998546,-0.3690979,-2.85E-05,-8.53E-05,,3.665191429,0.29049033,-1.092756891,-0.835063122,-6.46E-05,-0.000192992,,-1.213766364,-1.542499373,1.464349785,-1.652140661,-1.570802616,-1.88E-05,
0.486,1.627344995,0.128977707,-0.48518406,-0.370768026,-2.87E-05,-8.57E-05,,3.665191429,0.29049033,-1.092756892,-0.835063123,-6.46E-05,-0.000192992,,-1.210526335,-1.54224258,1.463383788,-1.652878856,-1.570802673,-1.90E-05,
0.488,1.634675377,0.129558687,-0.487369574,-0.372438153,-2.88E-05,-8.61E-05,,3.665191429,0.29049033,-1.092756891,-0.835063122,-6.46E-05,-0.000192992,,-1.207271645,-1.541984624,1.46241342,-1.653620392,-1.57080273,-1.91E-05,
0.49,1.64200576,0.130139668,-0.489555087,-0.374108279,-2.89E-05,-8.65E-05,,3.665191429,0.29049033,-1.092756891,-0.835063123,-6.46E-05,-0.000192992,,-1.204002295,-1.541725507,1.461438681,-1.654365269,-1.570802788,-1.93E-05,
0.492,1.649336143,0.130720649,-0.491740601,-0.375778405,-2.91E-05,-8.68E-05,,3.665191429,0.29049033,-1.092756892,-0.835063122,-6.46E-05,-0.000192992,,-1.200718283,-1.541465228,1.460459571,-1.655113485,-1.570802846,-1.95E-05,
0.494,1.656666526,0.131301629,-0.493926115,-0.377448531,-2.92E-05,-8.72E-05,,3.665191429,0.29049033,-1.092756891,-0.835063122,-6.46E-05,-0.000192992,,-1.197419611,-1.541203786,1.45947609,-1.655865042,-1.570802904,-1.97E-05,
0.496,1.663996909,0.13188261,-0.496111629,-0.379118658,-2.93E-05,-8.76E-05,,3.665191429,0.29049033,-1.092756891,-0.835063123,-6.46E-05,-0.000192992,,-1.194106278,-1.540941183,1.458488237,-1.656619939,-1.570802962,-1.98E-05,
0.498,1.671327292,0.132463591,-0.498297143,-0.380788784,-2.94E-05,-8.80E-05,,3.665191429,0.29049033,-1.092756892,-0.835063122,-6.46E-05,-0.000192992,,-1.190778284,-1.540677418,1.457496014,-1.657378177,-1.570803021,-2.00E-05,
0.5,1.678657675,0.133044571,-0.500482656,-0.38245891,-2.96E-05,-8.84E-05,,3.665191429,0.29049033,-1.092756891,-0.835063123,-6.46E-05,-0.000192992,,-1.187435629,-1.540412491,1.45649942,-1.658139754,-1.57080308,-2.02E-05,
0.502,1.685988057,0.133625552,-0.50266817,-0.384129036,-2.97E-05,-8.88E-05,,3.665191429,0.29049033,-1.092756892,-0.835063122,-6.46E-05,-0.000192992,,-1.184078314,-1.540146402,1.455498454,-1.658904672,-1.570803139,-2.04E-05,
0.504,1.69331844,0.134206533,-0.504853684,-0.385799163,-2.98E-05,-8.92E-05,,3.665191429,0.29049033,-1.092756891,-0.835063123,-6.46E-05,-0.000192992,,-1.180706338,-1.53987915,1.454493118,-1.65967293,-1.570803198,-2.05E-05,
0.506,1.700648823,0.134787513,-0.507039198,-0.387469289,-3.00E-05,-8.95E-05,,3.665191429,0.29049033,-1.092756891,-0.835063123,-6.46E-05,-0.000192992,,-1.177319701,-1.539610737,1.453483411,-1.660444528,-1.570803258,-2.07E-05,
0.508,1.707979206,0.135368494,-0.509224711,-0.389139415,-3.01E-05,-8.99E-05,,3.665191429,0.29049033,-1.092756892,-0.835063122,-6.46E-05,-0.000192992,,-1.173918403,-1.539341162,1.452469332,-1.661219467,-1.570803318,-2.09E-05,
0.51,1.715309586,0.135949474,-0.511410224,-0.390809541,-3.02E-05,-9.03E-05,,3.665190079,0.290490223,-1.092756489,-0.835062815,-6.46E-05,-0.000192992,,-1.170502445,-1.539070425,1.451450883,-1.661997746,-1.570803378,-2.11E-05,
0.512,1.722639958,0.136530454,-0.513595735,-0.392479664,-3.03E-05,-9.07E-05,,3.665186009,0.290489901,-1.092755276,-0.835061888,-6.46E-05,-0.000192991,,-1.167071826,-1.538798526,1.450428062,-1.662779365,-1.570803439,-2.13E-05,
0.514,1.729970314,0.137111433,-0.515781241,-0.394149785,-3.05E-05,-9.11E-05,,3.665177827,0.290489252,-1.092752836,-0.835060023,-6.46E-05,-0.000192991,,-1.163626546,-1.538525466,1.449400871,-1.663564324,-1.570803499,-2.14E-05,
0.516,1.737300642,0.137692409,-0.517966738,-0.395819898,-3.06E-05,-9.15E-05,,3.665164118,0.290488166,-1.092748749,-0.8350569,-6.46E-05,-0.00019299,,-1.160166605,-1.538251243,1.448369308,-1.664352624,-1.57080356,-2.16E-05,
0.518,1.744630929,0.138273382,-0.520152223,-0.397490003,-3.07E-05,-9.19E-05,,3.665143451,0.290486528,-1.092742587,-0.835052191,-6.46E-05,-0.000192989,,-1.156692004,-1.537975858,1.447333375,-1.665144264,-1.570803621,-2.18E-05,
0.52,1.751961158,0.13885435,-0.522337691,-0.399160094,-3.09E-05,-9.23E-05,,3.665114368,0.290484223,-1.092733916,-0.835045565,-6.46E-05,-0.000192988,,-1.153202742,-1.537699311,1.446293071,-1.665939244,-1.570803683,-2.20E-05,
0.522,1.759291309,0.139435313,-0.524523136,-0.400830167,-3.10E-05,-9.26E-05,,3.665075395,0.290481134,-1.092722297,-0.835036686,-6.46E-05,-0.000192986,,-1.14969882,-1.537421602,1.445248395,-1.666737564,-1.570803745,-2.22E-05,
0.524,1.766621359,0.140016267,-0.52670855,-0.402500218,-3.11E-05,-9.30E-05,,3.665025034,0.290477142,-1.092707282,-0.835025212,-6.46E-05,-0.000192983,,-1.146180237,-1.537142732,1.444199349,-1.667539224,-1.570803807,-2.24E-05,
0.526,1.773951282,0.140597211,-0.528893927,-0.404170239,-3.12E-05,-9.34E-05,,3.664961765,0.290472128,-1.092688418,-0.835010797,-6.46E-05,-0.00019298,,-1.142646994,-1.536862699,1.443145932,-1.668344224,-1.570803869,-2.25E-05,
0.528,1.78128105,0.141178143,-0.531079258,-0.405840225,-3.14E-05,-9.38E-05,,3.664884051,0.290465968,-1.092665248,-0.834993091,-6.46E-05,-0.000192976,,-1.139099092,-1.536581505,1.442088144,-1.669152565,-1.570803931,-2.27E-05,
0.53,1.788610631,0.14175906,-0.533264532,-0.407510169,-3.15E-05,-9.42E-05,,3.66479033,0.29045854,-1.092637306,-0.834971737,-6.46E-05,-0.000192971,,-1.13553653,-1.536299149,1.441025985,-1.669964245,-1.570803994,-2.29E-05,
0.532,1.795939989,0.14233996,-0.53544974,-0.409180062,-3.16E-05,-9.46E-05,,3.66467902,0.290449718,-1.092604119,-0.834946377,-6.46E-05,-0.000192965,,-1.131959308,-1.53601563,1.439959456,-1.670779266,-1.570804057,-2.31E-05,
0.534,1.803269086,0.142920838,-0.537634871,-0.410849895,-3.18E-05,-9.50E-05,,3.664548519,0.290439375,-1.092565211,-0.834916644,-6.46E-05,-0.000192958,,-1.128367428,-1.53573095,1.438888557,-1.671597626,-1.57080412,-2.33E-05,
0.536,1.81059788,0.143501693,-0.539819911,-0.412519659,-3.19E-05,-9.53E-05,,3.664397202,0.290427383,-1.092520097,-0.834882169,-6.45E-05,-0.00019295,,-1.12476089,-1.535445109,1.437813287,-1.672419326,-1.570804184,-2.35E-05,
0.538,1.817926327,0.14408252,-0.542004848,-0.414189344,-3.20E-05,-9.57E-05,,3.664223426,0.29041361,-1.092468287,-0.834842576,-6.45E-05,-0.000192941,,-1.121139695,-1.535158105,1.436733647,-1.673244365,-1.570804248,-2.37E-05,
0.54,1.825254378,0.144663316,-0.544189666,-0.415858939,-3.22E-05,-9.61E-05,,3.664025523,0.290397925,-1.092409283,-0.834797487,-6.45E-05,-0.00019293,,-1.117503842,-1.53486994,1.435649638,-1.674072744,-1.570804312,-2.39E-05,
0.542,1.832581982,0.145244077,-0.546374351,-0.417528432,-3.23E-05,-9.65E-05,,3.663801807,0.290380194,-1.092342583,-0.834746516,-6.45E-05,-0.000192919,,-1.113853333,-1.534580614,1.434561258,-1.674904462,-1.570804376,-2.41E-05,
0.544,1.839909083,0.145824797,-0.548558887,-0.419197811,-3.24E-05,-9.69E-05,,3.66355057,0.290360281,-1.092267678,-0.834689275,-6.45E-05,-0.000192905,,-1.110188169,-1.534290126,1.43346851,-1.675739518,-1.570804441,-2.43E-05,
0.546,1.847235623,0.146405473,-0.550743255,-0.420867062,-3.25E-05,-9.73E-05,,3.663270081,0.290338051,-1.092184052,-0.83462537,-6.45E-05,-0.000192891,,-1.106508351,-1.533998476,1.432371392,-1.676577914,-1.570804505,-2.44E-05,
0.548,1.85456154,0.1469861,-0.552927437,-0.422536171,-3.27E-05,-9.77E-05,,3.662958592,0.290313363,-1.092091183,-0.834554401,-6.45E-05,-0.000192874,,-1.10281388,-1.533705665,1.431269905,-1.677419648,-1.57080457,-2.46E-05,
0.55,1.861886772,0.147566672,-0.555111415,-0.424205123,-3.28E-05,-9.80E-05,,3.662615679,0.290286185,-1.091988946,-0.834476274,-6.45E-05,-0.000192856,,-1.099104757,-1.533411693,1.43016405,-1.67826472,-1.570804636,-2.48E-05,
0.552,1.869211254,0.148147185,-0.55729517,-0.425873905,-3.29E-05,-9.84E-05,,3.662240922,0.290256483,-1.091877214,-0.83439089,-6.45E-05,-0.000192836,,-1.095380983,-1.533116559,1.429053828,-1.679113131,-1.570804701,-2.50E-05,
0.554,1.876534921,0.148727634,-0.559478681,-0.427542501,-3.31E-05,-9.88E-05,,3.661833899,0.290224224,-1.091755862,-0.834298156,-6.45E-05,-0.000192815,,-1.091642561,-1.532820265,1.427939237,-1.679964879,-1.570804767,-2.52E-05,
0.556,1.88385771,0.149308013,-0.561661931,-0.429210897,-3.32E-05,-9.92E-05,,3.661394187,0.290189374,-1.091624764,-0.834197974,-6.45E-05,-0.000192792,,-1.087889491,-1.53252281,1.42682028,-1.680819964,-1.570804833,-2.54E-05,
0.558,1.891179552,0.149888316,-0.563844898,-0.430879078,-3.33E-05,-9.96E-05,,3.660921366,0.2901519,-1.091483795,-0.834090248,-6.45E-05,-0.000192767,,-1.084121775,-1.532224194,1.425696956,-1.681678385,-1.5708049,-2.56E-05,
0.56,1.898500391,0.150468541,-0.566027567,-0.432547029,-3.34E-05,-1.00E-04,,3.660419326,0.29011211,-1.091334115,-0.833975865,-6.45E-05,-0.00019274,,-1.080339416,-1.531924417,1.424569266,-1.682540143,-1.570804966,-2.58E-05,
0.562,1.905820175,0.151048681,-0.56820992,-0.434214741,-3.36E-05,-0.000100351,,3.659892021,0.290070318,-1.091176902,-0.833855726,-6.45E-05,-0.000192713,,-1.076542415,-1.53162348,1.423437211,-1.683405238,-1.570805033,-2.60E-05,
0.564,1.913138862,0.151628735,-0.570391947,-0.435882202,-3.37E-05,-0.000100737,,3.65934347,0.290026841,-1.091013354,-0.833730746,-6.45E-05,-0.000192684,,-1.072730775,-1.531321383,1.422300791,-1.684273667,-1.5708051,-2.62E-05,
0.566,1.920456418,0.152208699,-0.572573637,-0.437549406,-3.38E-05,-0.000101122,,3.658777753,0.289982005,-1.090844689,-0.833601855,-6.45E-05,-0.000192654,,-1.068904497,-1.531018125,1.421160007,-1.685145431,-1.570805168,-2.64E-05,
0.568,1.927772816,0.152788571,-0.574754981,-0.439216346,-3.40E-05,-0.000101507,,3.658199015,0.289936136,-1.090672141,-0.833469998,-6.44E-05,-0.000192624,,-1.065063585,-1.530713708,1.42001486,-1.68602053,-1.570805235,-2.66E-05,
0.57,1.935088039,0.15336835,-0.576935975,-0.440883018,-3.41E-05,-0.000101893,,3.657611462,0.289889568,-1.090496965,-0.833336132,-6.44E-05,-0.000192593,,-1.061208039,-1.530408131,1.41886535,-1.686898963,-1.570805303,-2.68E-05,
0.572,1.942402077,0.153948036,-0.579116616,-0.442549421,-3.42E-05,-0.000102278,,3.657019365,0.289842641,-1.090320435,-0.833201231,-6.44E-05,-0.000192561,,-1.057337863,-1.530101394,1.417711478,-1.687780729,-1.570805372,-2.70E-05,
0.574,1.949714931,0.154527627,-0.581296903,-0.444215553,-3.43E-05,-0.000102663,,3.656427059,0.289795697,-1.090143842,-0.833066282,-6.44E-05,-0.00019253,,-1.053453059,-1.529793498,1.416553245,-1.688665828,-1.57080544,-2.72E-05,
0.576,1.957026609,0.155107125,-0.58347684,-0.445881418,-3.45E-05,-0.000103048,,3.65583894,0.289749085,-1.089968498,-0.832932287,-6.44E-05,-0.000192499,,-1.049553629,-1.529484443,1.415390651,-1.689554259,-1.570805509,-2.74E-05,
0.578,1.964337128,0.155686532,-0.585656432,-0.447547018,-3.46E-05,-0.000103433,,3.655259469,0.289703158,-1.089795732,-0.832800263,-6.44E-05,-0.000192469,,-1.045639576,-1.529174228,1.414223697,-1.690446022,-1.570805578,-2.77E-05,
0.58,1.971646515,0.156265848,-0.587835686,-0.449212361,-3.47E-05,-0.000103818,,3.65469317,0.289658275,-1.089626893,-0.832671239,-6.44E-05,-0.000192439,,-1.041710901,-1.528862855,1.413052385,-1.691341116,-1.570805647,-2.79E-05,
0.582,1.978954804,0.156845078,-0.590014612,-0.450877453,-3.49E-05,-0.000104202,,3.65414463,0.289614799,-1.089463348,-0.832546262,-6.44E-05,-0.00019241,,-1.037767608,-1.528550324,1.411876713,-1.692239541,-1.570805716,-2.81E-05,
0.584,1.986262041,0.157424224,-0.592193225,-0.452542306,-3.50E-05,-0.000104587,,3.653618498,0.2895731,-1.089306485,-0.83242639,-6.44E-05,-0.000192382,,-1.033809699,-1.528236634,1.410696684,-1.693141295,-1.570805786,-2.83E-05,
0.586,1.99356828,0.158003291,-0.594371541,-0.454206932,-3.51E-05,-0.000104972,,3.653119489,0.28953355,-1.089157708,-0.832312698,-6.44E-05,-0.000192356,,-1.029837175,-1.527921785,1.409512298,-1.69404638,-1.570805856,-2.85E-05,
0.588,2.000873585,0.158582284,-0.596549577,-0.455871344,-3.52E-05,-0.000105357,,3.652652378,0.289496529,-1.089018442,-0.832206273,-6.43E-05,-0.000192331,,-1.025850038,-1.527605779,1.408323554,-1.694954794,-1.570805926,-2.87E-05,
0.59,2.008178029,0.159161209,-0.598727358,-0.457535561,-3.54E-05,-0.000105741,,3.652222007,0.289462419,-1.088890129,-0.832108219,-6.43E-05,-0.000192309,,-1.021848291,-1.527288614,1.407130455,-1.695866537,-1.570805997,-2.89E-05,
0.592,2.015481695,0.159740072,-0.600904906,-0.4591996,-3.55E-05,-0.000106126,,3.651833278,0.28943161,-1.088774231,-0.832019653,-6.43E-05,-0.000192288,,-1.017831935,-1.526970292,1.405933001,-1.696781608,-1.570806067,-2.91E-05,
0.594,2.022784677,0.160318881,-0.603082251,-0.460863483,-3.56E-05,-0.00010651,,3.651491157,0.289404494,-1.08867223,-0.831941705,-6.43E-05,-0.00019227,,-1.013800971,-1.526650811,1.404731191,-1.697700007,-1.570806138,-2.93E-05,
0.596,2.030087079,0.160897644,-0.605259422,-0.462527234,-3.58E-05,-0.000106895,,3.651200675,0.289381472,-1.088585624,-0.831875523,-6.43E-05,-0.000192255,,-1.009755402,-1.526330174,1.403525026,-1.698621734,-1.57080621,-2.95E-05,
0.598,2.037389013,0.16147637,-0.607436454,-0.464190879,-3.59E-05,-0.000107279,,3.650966924,0.289362945,-1.088515933,-0.831822266,-6.43E-05,-0.000192243,,-1.005695228,-1.526008378,1.402314507,-1.699546788,-1.570806281,-2.98E-05,
0.6,2.044690594,0.162055068,-0.609613381,-0.465854443,-3.60E-05,-0.000107664,,3.650790748,0.289348982,-1.088463407,-0.831782127,-6.43E-05,-0.000192233,,-1.00162045,-1.525685426,1.401099635,-1.70047517,-1.570806353,-3.00E-05,
0.602,2.05199194,0.162633747,-0.611790237,-0.467517954,-3.61E-05,-0.000108048,,3.65067299,0.289339649,-1.088428298,-0.831755297,-6.43E-05,-0.000192227,,-0.997531069,-1.525361315,1.399880408,-1.701406879,-1.570806425,-3.02E-05,
0.604,2.059293169,0.163212417,-0.613967059,-0.469181438,-3.63E-05,-0.000108433,,3.650614494,0.289335013,-1.088410858,-0.83174197,-6.43E-05,-0.000192224,,-0.993427085,-1.525036048,1.398656827,-1.702341915,-1.570806497,-3.04E-05,
0.606,2.066591252,0.163791087,-0.616143882,-0.470844922,-3.64E-05,-0.000108817,,3.649041586,0.28933514,-1.088411337,-0.831742336,-6.43E-05,-0.000192224,,-0.989308498,-1.524709623,1.397428893,-1.703280278,-1.57080657,-3.06E-05,
0.608,2.073872532,0.164369768,-0.618320742,-0.472508435,-3.65E-05,-0.000109202,,3.640639864,0.289340099,-1.088429988,-0.831756589,-6.43E-05,-0.000192228,,-0.985175316,-1.524382041,1.396196605,-1.704221968,-1.570806643,-3.08E-05,
0.61,2.081122475,0.164948467,-0.620497673,-0.474172003,-3.67E-05,-0.000109586,,3.624971564,0.289349591,-1.088465697,-0.831783877,-6.43E-05,-0.000192234,,-0.981027571,-1.524053301,1.394959964,-1.705166984,-1.570806716,-3.11E-05,
0.612,2.088326541,0.165527194,-0.622674708,-0.47583565,-3.68E-05,-0.000109971,,3.602032888,0.289363318,-1.088517333,-0.831823336,-6.43E-05,-0.000192243,,-0.976865326,-1.523723404,1.393718969,-1.706115328,-1.570806789,-3.13E-05,
0.614,2.095470181,0.166105955,-0.624851875,-0.477499398,-3.69E-05,-0.000110355,,3.571819979,0.289380972,-1.088583745,-0.831874087,-6.43E-05,-0.000192255,,-0.972688673,-1.52339235,1.392473619,-1.707067,-1.570806863,-3.15E-05,
0.616,2.102538839,0.16668476,-0.627029203,-0.479163269,-3.70E-05,-0.00011074,,3.534328912,0.289402244,-1.088663763,-0.831935235,-6.43E-05,-0.000192269,,-0.968497733,-1.523060138,1.391223915,-1.708021999,-1.570806936,-3.17E-05,
0.618,2.10951795,0.167263614,-0.629206715,-0.48082728,-3.72E-05,-0.000111124,,3.489555702,0.289426816,-1.0887562,-0.832005873,-6.43E-05,-0.000192285,,-0.964292655,-1.522726769,1.389969857,-1.708980325,-1.570807011,-3.19E-05,
0.62,2.116392943,0.167842522,-0.631384435,-0.48249145,-3.73E-05,-0.000111509,,3.437496299,0.289454369,-1.088859846,-0.832085078,-6.43E-05,-0.000192303,,-0.960073619,-1.522392241,1.388711444,-1.70994198,-1.570807085,-3.22E-05,
0.622,2.123149236,0.168421491,-0.633562382,-0.484155794,-3.74E-05,-0.000111893,,3.378146592,0.289484576,-1.088973478,-0.832171913,-6.43E-05,-0.000192324,,-0.955840833,-1.522056556,1.387448675,-1.710906963,-1.57080716,-3.24E-05,
0.624,2.129772241,0.169000526,-0.635740573,-0.485820325,-3.76E-05,-0.000112278,,3.311502403,0.289517106,-1.089095849,-0.832265426,-6.43E-05,-0.000192345,,-0.951594535,-1.521719713,1.38618155,-1.711875274,-1.570807234,-3.26E-05,
0.626,2.13624736,0.169579629,-0.637919025,-0.487485054,-3.77E-05,-0.000112663,,3.237559495,0.289551623,-1.089225695,-0.832364652,-6.44E-05,-0.000192368,,-0.94733499,-1.521381712,1.384910069,-1.712846915,-1.57080731,-3.28E-05,
0.628,2.142559987,0.170158804,-0.640097748,-0.489149992,-3.78E-05,-0.000113048,,3.156313564,0.289587787,-1.089361734,-0.832468611,-6.44E-05,-0.000192392,,-0.943062495,-1.521042553,1.383634231,-1.713821885,-1.570807385,-3.31E-05,
0.63,2.148695507,0.170738055,-0.642276754,-0.490815144,-3.79E-05,-0.000113432,,3.067760246,0.289625251,-1.089502665,-0.832576307,-6.44E-05,-0.000192417,,-0.938777375,-1.520702236,1.382354035,-1.714800185,-1.570807461,-3.33E-05,
0.632,2.154639297,0.171317382,-0.644456048,-0.492480518,-3.81E-05,-0.000113817,,2.971895111,0.289663664,-1.089647167,-0.832686733,-6.44E-05,-0.000192442,,-0.934479984,-1.520360759,1.381069482,-1.715781815,-1.570807536,-3.35E-05,
0.634,2.160376725,0.171896788,-0.646635636,-0.494146115,-3.82E-05,-0.000114202,,2.868713667,0.289702671,-1.0897939,-0.832798864,-6.44E-05,-0.000192468,,-0.930170706,-1.520018125,1.37978057,-1.716766776,-1.570807613,-3.37E-05,
0.636,2.165893148,0.172476271,-0.648815519,-0.495811939,-3.83E-05,-0.000114587,,2.758211359,0.28974191,-1.089941507,-0.832911662,-6.44E-05,-0.000192494,,-0.925849952,-1.519674331,1.378487298,-1.717755068,-1.570807689,-3.40E-05,
0.638,2.171173915,0.173055834,-0.650995696,-0.497477987,-3.85E-05,-0.000114972,,2.640383568,0.289781014,-1.090088611,-0.833024075,-6.44E-05,-0.00019252,,-0.921518166,-1.519329379,1.377189667,-1.718746692,-1.570807766,-3.42E-05,
0.64,2.176204366,0.173635473,-0.653176164,-0.499144257,-3.86E-05,-0.000115357,,2.515225613,0.289819614,-1.090233815,-0.833135038,-6.44E-05,-0.000192546,,-0.917175818,-1.518983267,1.375887676,-1.719741648,-1.570807843,-3.44E-05,
0.642,2.180969831,0.174215187,-0.655356915,-0.500810744,-3.87E-05,-0.000115743,,2.382732749,0.289857333,-1.090375705,-0.833243467,-6.44E-05,-0.000192571,,-0.91282341,-1.518635996,1.374581324,-1.720739937,-1.57080792,-3.47E-05,
0.644,2.185455632,0.174794975,-0.657537941,-0.50247744,-3.88E-05,-0.000116128,,2.242900167,0.28989379,-1.090512848,-0.833348269,-6.44E-05,-0.000192595,,-0.90846147,-1.518287566,1.37327061,-1.721741558,-1.570807997,-3.49E-05,
0.646,2.189650227,0.175374832,-0.659719228,-0.504144337,-3.90E-05,-0.000116513,,2.097297512,0.289928599,-1.09064379,-0.833448332,-6.44E-05,-0.000192618,,-0.904090559,-1.517937976,1.371955534,-1.722746513,-1.570808075,-3.51E-05,
0.648,2.193552697,0.175954755,-0.661900762,-0.505811422,-3.91E-05,-0.000116898,,1.951235095,0.289961369,-1.090767062,-0.833542534,-6.44E-05,-0.00019264,,-0.899711258,-1.517587226,1.370636095,-1.723754802,-1.570808153,-3.54E-05,
0.65,2.19716299,0.176534739,-0.664082527,-0.507478684,-3.92E-05,-0.000117284,,1.805146527,0.289992065,-1.090882535,-0.833630777,-6.45E-05,-0.000192661,,-0.895324153,-1.517235316,1.369312294,-1.724766425,-1.570808231,-3.56E-05,
0.652,2.200481053,0.17711478,-0.666264508,-0.50914611,-3.94E-05,-0.000117669,,1.659031385,0.290020656,-1.090990087,-0.833712965,-6.45E-05,-0.00019268,,-0.890929827,-1.516882247,1.367984129,-1.725781382,-1.57080831,-3.58E-05,
0.654,2.203506831,0.177694875,-0.668446687,-0.510813688,-3.95E-05,-0.000118054,,1.512889247,0.290047107,-1.09108959,-0.833789004,-6.45E-05,-0.000192697,,-0.886528865,-1.516528017,1.3666516,-1.726799674,-1.570808388,-3.61E-05,
0.656,2.206243413,0.178275017,-0.670629047,-0.512481404,-3.96E-05,-0.00011844,,1.368291112,0.290071119,-1.091179917,-0.83385803,-6.45E-05,-0.000192713,,-0.882121851,-1.516172628,1.365314707,-1.727821302,-1.570808467,-3.63E-05,
0.658,2.208704511,0.178855202,-0.672811566,-0.514149242,-3.98E-05,-0.000118825,,1.230548706,0.290092389,-1.091259929,-0.833919174,-6.45E-05,-0.000192727,,-0.877709364,-1.515816078,1.363973448,-1.728846264,-1.570808547,-3.65E-05,
0.66,2.210904682,0.179435422,-0.674994219,-0.515817182,-3.99E-05,-0.000119211,,1.100085339,0.290109976,-1.091326088,-0.833969731,-6.45E-05,-0.000192739,,-0.873291955,-1.515458367,1.362627825,-1.729874563,-1.570808626,-3.68E-05,
0.662,2.212858462,0.180015667,-0.677176968,-0.517485196,-4.00E-05,-0.000119596,,0.976890308,0.290122929,-1.091374813,-0.834006965,-6.45E-05,-0.000192748,,-0.868870146,-1.515099496,1.361277837,-1.730906197,-1.570808706,-3.70E-05,
0.664,2.214580368,0.180595928,-0.679359773,-0.519153252,-4.01E-05,-0.000119982,,0.860952934,0.290130285,-1.091402485,-0.834028112,-6.45E-05,-0.000192752,,-0.864444429,-1.514739465,1.359923483,-1.731941168,-1.570808786,-3.72E-05,
0.666,2.216084876,0.181176189,-0.681542578,-0.520821308,-4.03E-05,-0.000120367,,0.752253815,0.290130308,-1.091402573,-0.834028179,-6.45E-05,-0.000192753,,-0.860015268,-1.514378273,1.358564763,-1.732979474,-1.570808866,-3.75E-05,
0.668,2.217386423,0.181756431,-0.683725315,-0.522489312,-4.04E-05,-0.000120753,,0.650773569,0.290121243,-1.091368473,-0.83400212,-6.45E-05,-0.000192746,,-0.855583098,-1.514015921,1.357201678,-1.734021117,-1.570808947,-3.77E-05,
0.67,2.218499391,0.182336632,-0.685907897,-0.524157198,-4.05E-05,-0.000121138,,0.556484169,0.290100553,-1.091290641,-0.833942643,-6.45E-05,-0.000192733,,-0.851148326,-1.513652408,1.355834228,-1.735066095,-1.570809027,-3.80E-05,
0.672,2.219438106,0.182916764,-0.688090215,-0.525824882,-4.07E-05,-0.000121524,,0.469357607,0.290065672,-1.091159427,-0.833842372,-6.45E-05,-0.00019271,,-0.846711327,-1.513287735,1.354462412,-1.73611441,-1.570809108,-3.82E-05,
0.674,2.220216838,0.183496792,-0.690272146,-0.52749227,-4.08E-05,-0.000121909,,0.389365898,0.290014006,-1.090965069,-0.833693847,-6.45E-05,-0.000192675,,-0.842272451,-1.512921901,1.353086231,-1.73716606,-1.57080919,-3.84E-05,
0.676,2.220849783,0.184076676,-0.692453535,-0.529159245,-4.09E-05,-0.000122294,,0.316472484,0.289942169,-1.090694836,-0.833487341,-6.44E-05,-0.000192628,,-0.837832017,-1.512554908,1.351705687,-1.738221044,-1.570809271,-3.87E-05,
